name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,OTA_1_R1,OTA_1_R2,OTA_1_R3,OTA_2_R1,OTA_2_R2,OTA_2_R3,OTA_3_R1,OTA_3_R2,OTA_3_R3,OTA_4_R1,OTA_4_R2,OTA_4_R3,PTA_1_R1,PTA_1_R2,PTA_1_R3,PTA_2_R1,PTA_2_R2,PTA_2_R3,PTA_3_R1,PTA_3_R2,PTA_3_R3,PTA_4_R1,PTA_4_R2,PTA_4_R3
SCA-6_Chr3v1_08648,CDKG2,295.8,308.6,282.9,0.921,0.1,0.51,-0.23,8.10E-01,1.00E+00,0.9998,6179,285.1,211,177.8,38.8,302.8,290.3,452.6,661.4,272,294,297,420.6,407.9,45.8,207.5,0,166.2,177.3,476.5,555.1,370.6,566.1,221.6,200.6
SCA-6_Chr3v1_08649,SCA-6_Chr3v1_08649,4.8,4.4,5.3,1.267,0.1,1.56,0.22,8.30E-01,1.00E+00,0.9998,6180,12.9,0,0,0,14.7,6.5,0,7.6,0,6.2,4.6,0,0,0,5.4,0,0,12.5,0,21.9,0,24,0,0
SCA-6_Chr3v1_08650,SCA-6_Chr3v1_08650,16.2,15.3,17.1,1.141,0.1,0.76,0.25,8.00E-01,1.00E+00,0.9998,6181,24.7,16.2,14.4,0,0,2.5,29.1,36.1,32.3,13.6,13.7,0.9,3.9,91.6,5.4,0,10.7,10.7,4.5,15.4,28.4,32.5,0,2.7
SCA-6_Chr3v1_08651,SCA-6_Chr3v1_08651,13.8,8.3,19.3,2.198,0.1,1.04,1.09,2.70E-01,1.00E+00,0.9998,6182,8.9,0,8.1,0,29.4,4.9,0,16.1,2.2,0,11.9,18,0,73.3,25.3,0,0,17.9,11.2,15.4,0,21.4,39.7,27.7
SCA-6_Chr3v1_08652,4CLL9,78.4,67.6,89.2,1.709,0.1,0.66,1.17,2.40E-01,1.00E+00,0.9998,6183,55.4,16.2,62.3,0,0,59.7,143.6,107.2,184.9,34.6,137.1,10.4,10.5,200.2,83,0,127.3,116.4,163.7,99.8,55.7,74.5,73.2,65.5
SCA-6_Chr3v1_08653,WDR74,145.1,194.7,95.5,0.608,0.1,0.41,-1.73,8.30E-02,1.00E+00,0.9998,6184,95,185.5,101.1,953.3,138.2,95.7,117.6,122.4,139.8,198.9,102.4,86.9,210.5,121.7,140.7,5.3,72.4,75.2,98.7,90,135.3,80.5,47.3,68.2
SCA-6_Chr3v1_08654,MPC1,97.5,83.3,111.8,1.045,0.1,0.39,0.16,8.70E-01,1.00E+00,0.9998,6185,58.4,9.3,96.6,53.1,50,93.2,36.4,103.4,127.9,34.6,195.6,141,60.5,43.2,70.4,120.9,53.6,208.7,56.1,96.5,47.7,54.8,306,222.9
SCA-6_Chr3v1_08657,DNPEP,228.8,232,225.7,1.051,0.1,0.3,0.24,8.10E-01,1.00E+00,0.9998,6186,286.1,185.5,334.9,98,114.6,436.6,235.1,206.9,262.3,201.3,336.3,86.4,109.2,427.8,313,257.8,164.9,336.7,194,257.8,125,179,185,157.8
SCA-6_Chr3v1_08658,KAD4,641.4,778.5,504.3,0.688,0.1,0.31,-1.76,7.80E-02,1.00E+00,0.9998,6187,1460.2,1310.3,687,1018.6,1296.4,717.9,498.4,424.2,284.9,1000.5,344.5,298.6,926.2,416.1,526.8,318.8,412.9,677.1,535.9,364.2,274,492.4,485.5,622.2
SCA-6_Chr3v1_08659,NOP56,4329.6,4671.6,3987.5,0.958,0.1,0.31,-0.2,8.40E-01,1.00E+00,0.9998,6188,4617.3,8881,3121.6,8300,5578,4205.9,3765.4,2028.9,3184.3,8070.7,1561.9,2744.8,5783.8,11013.7,5188.1,2333.1,2603.1,1545.8,4042,2487.2,4954.1,2838.9,2110.7,2949.4
SCA-6_Chr3v1_08660,Y3037,20.9,20.7,21.1,0.858,0.1,0.81,-0.27,7.80E-01,1.00E+00,0.9998,6189,26.7,52.2,23.5,0,7.3,20.4,9.4,0.9,12.9,17.3,63.1,14.7,0,15.7,25.3,0,0,51,17.9,13.2,3.4,21.4,36.1,69.6
SCA-6_Chr3v1_08661,KAD7,24.4,21,27.8,1.202,0.1,0.77,0.35,7.30E-01,1.00E+00,0.9998,6190,32.7,15.1,22.6,0,2.9,8.2,18.7,29.4,14,28.4,51.2,29,0,70.7,55.9,0,26.8,13.4,0,54.9,8,27.4,46.8,29.1
SCA-6_Chr3v1_08662,ASSY,375.3,375.8,374.8,1.168,0.1,0.3,0.74,4.60E-01,1.00E+00,0.9998,6191,613.8,336.3,316.9,553.2,370.4,581.3,473.4,157.5,223.6,528.7,274.2,79.8,436.8,651.6,753.3,238.1,284.2,429.9,613.3,320.4,279.6,118.2,188.1,184.6
SCA-6_Chr3v1_08663,ASSY,5.1,6.3,3.8,0.418,0.1,1.5,-0.84,4.00E-01,1.00E+00,0.9998,6192,16.8,4.6,11.7,20.4,11.8,0,0,1.9,0,8.6,0,0,0,0,0,0,0,0.9,11.2,0,0,8.6,6.6,18.6
SCA-6_Chr3v1_08665,CCI1,71.1,72.8,69.4,0.929,0.1,0.51,-0.21,8.40E-01,1.00E+00,0.9998,6193,42.6,54.5,102,73.5,47,84.2,26,101.5,107.5,32.1,153.5,49.8,31.6,117.8,74,0,76.4,102.1,21.3,52.7,67.1,37.7,171.3,80.5
SCA-6_Chr3v1_08666,RNJ,101.2,100.4,101.9,1.028,0.1,0.41,0.1,9.20E-01,1.00E+00,0.9998,6194,92.1,58,131.8,116.4,119.1,112,113.4,104.4,86,117.3,46.6,108.2,192.1,0,101,35.2,100.5,77.9,131.2,158,168.2,119.9,58.5,80.5
SCA-6_Chr3v1_08669,UKL1,4,5.6,2.4,0.503,0.1,1.81,-0.55,5.80E-01,1.00E+00,0.9998,6195,0,0,9,0,14.7,4.1,0,0,25.8,0,2.7,10.9,0,0,12.6,0,0,4.5,0,0,0,12,0,0
SCA-6_Chr3v1_08670,ATD1A,256.8,238.3,275.2,1.172,0.1,0.28,0.82,4.10E-01,1.00E+00,0.9998,6196,232.6,153.1,316.9,89.8,166.1,224,391.2,311.3,304.2,207.5,311.6,151.9,292.1,171.4,267.9,538.5,217.1,243.6,188.4,436.7,262.6,296.3,166.7,220.6
SCA-6_Chr3v1_08672,EF1D,973.6,1057.6,889.7,0.733,0.1,0.25,-1.81,7.00E-02,1.00E+00,0.9998,6197,495,1280.1,1046.2,1969.9,1056.8,932.9,764.7,1059,911.6,886.9,992.5,1295,714.4,255.1,927.4,1263.5,538.9,1172.3,709.7,848.1,596.8,657.7,1393.9,1598.6
SCA-6_Chr3v1_08673,Y6344,83.6,81,86.3,1.012,0.1,0.57,0.03,9.80E-01,1.00E+00,0.9998,6198,50.5,76.5,89.4,0,119.1,59.7,42.7,68.3,87.1,117.3,117.9,142.9,63.2,163.5,127.2,0,38.9,103,7.8,94.4,70.5,49.7,160.6,156.9
SCA-6_Chr3v1_08674,RL172,215,153.5,276.5,1.192,0.1,0.53,0.47,6.30E-01,1.00E+00,0.9998,6199,37.6,13.9,167,57.2,32.3,112.8,21.8,327.4,317.1,13.6,520.9,220.7,43.4,116.4,117.3,368,81.8,472,52.7,207.4,58,217.5,734.1,849.6
SCA-6_Chr3v1_08675,SNF12,31.4,26.5,36.3,1.501,0.1,0.84,0.69,4.90E-01,1.00E+00,0.9998,6200,30.7,33.6,47.8,0,0,0.8,0,70.2,46.2,25.9,51.2,11.9,18.4,109.9,35.2,0,0,84.2,30.3,32.9,4.5,55.7,23.9,40.5
SCA-6_Chr3v1_08676,C94B3,3.9,1.2,6.7,7.996,0.1,1.81,1.66,9.80E-02,1.00E+00,0.9998,6201,0,7,1.8,0,0,3.3,0,1.9,0,0,0,0,0,0,0,0,22.8,0,30.3,0,13.6,13.7,0,0
SCA-6_Chr3v1_08677,SCA-6_Chr3v1_08677,57.4,56.3,58.5,1.252,0.1,0.51,0.64,5.20E-01,1.00E+00,0.9998,6202,31.7,74.2,57.8,12.2,104.4,51.5,29.1,102.5,88.2,42,75.9,6.2,152.6,77.2,37,0,61.7,69.9,58.3,59.2,29.6,47.1,58,51.4
SCA-6_Chr3v1_08678,KING1,219.6,225.1,214.2,1.01,0.1,0.52,0.03,9.80E-01,1.00E+00,0.9998,6203,67.3,32.5,99.3,38.8,61.7,89.9,420.3,532.4,556.9,69.2,560.2,172.8,23.7,41.9,154.3,145.9,296.2,348.4,204.1,693.4,109.1,147.3,249.1,156.9
SCA-6_Chr3v1_08680,E70B1,110.4,124.1,96.6,0.797,0.1,0.38,-0.85,3.90E-01,1.00E+00,0.9998,6204,63.4,173.9,74.9,287.8,89.7,110.4,223.7,197.4,82.8,59.3,59.4,66.5,77.6,61.5,23.5,214.7,160.9,53.7,170.4,138.2,55.7,87.4,79.3,36.8
SCA-6_Chr3v1_08681,COMD9,29.2,36.2,22.1,0.598,0.1,0.73,-1.02,3.10E-01,1.00E+00,0.9998,6205,7.9,2.3,27.1,49,0,45,17.7,30.4,59.1,39.5,46.6,110.1,10.5,0,44.2,0,36.2,28.7,32.5,2.2,9.1,30,49.8,21.8
SCA-6_Chr3v1_08682,PP427,8,12.8,3.3,0.324,0.1,1.2,-1.36,1.80E-01,1.00E+00,0.9998,6206,16.8,5.8,9,34.7,0,25.3,39.5,4.7,12.9,0,4.6,0,0,0,0,0,0,17,0,8.8,0,6.9,3.6,3.2
SCA-6_Chr3v1_08683,SPN1,23.7,17.6,29.8,1.415,0.1,0.73,0.68,4.90E-01,1.00E+00,0.9998,6207,13.9,10.4,20.8,38.8,0,20.4,0,23.7,21.5,6.2,35.6,19.9,0,40.6,1.8,70.5,16.1,36.7,0,54.9,43.2,23.1,28.5,42.3
SCA-6_Chr3v1_08684,PPA27,88.7,64.4,112.9,1.7,0.1,0.45,1.7,8.90E-02,1.00E+00,0.9998,6208,74.2,73.1,79.4,0,61.7,84.2,89.5,89.2,110.7,49.4,53,9,206.6,91.6,56.8,322.9,72.4,82.4,89.7,133.8,101.2,54.8,62.5,80
SCA-6_Chr3v1_08685,RIOK1,628.5,655.2,601.9,0.975,0.1,0.3,-0.12,9.00E-01,1.00E+00,0.9998,6209,769.2,1027.4,464.9,1275.8,655.5,443.2,630.5,319.8,312.8,1206.8,203.8,552.6,1015.7,762.8,583.7,802.8,622,229.3,572.9,432.3,758.2,605.5,392,445.3
SCA-6_Chr3v1_08686,FB76,102.6,94.4,110.8,1.218,0.1,0.5,0.57,5.70E-01,1.00E+00,0.9998,6210,134.6,34.8,128.2,49,11.8,91.6,115.5,123.4,188.1,79.1,79.5,96.8,68.4,253.8,158.8,0,83.1,149.6,127.8,153.6,51.2,88.2,132.7,62.3
SCA-6_Chr3v1_08687,UBA5,14.7,19.6,9.7,0.493,0.1,1.05,-0.97,3.30E-01,1.00E+00,0.9998,6211,50.5,10.4,28,0,0,15.5,3.1,39.9,31.2,9.9,46.6,0,0,0,21.7,0,4,61.8,0,3.3,0,5.1,13.2,7.7
SCA-6_Chr3v1_08688,DCTD,16.5,15.8,17.2,1.078,0.1,0.91,0.12,9.00E-01,1.00E+00,0.9998,6212,0,4.6,22.6,0,20.6,4.1,6.2,20.9,36.6,3.7,13.7,57,5.3,0,38.8,0,0,30.4,7.8,12.1,0,33.4,39.1,39.1
SCA-6_Chr3v1_08689,IDD15,97,110.5,83.6,0.776,0.1,0.41,-0.9,3.70E-01,1.00E+00,0.9998,6213,47.5,102,102.9,98,172,113.7,157.1,112,147.3,133.4,92.3,47.5,221,0,87.5,42.6,96.5,56.4,174.9,60.3,129.6,45.4,51.9,37.3
SCA-6_Chr3v1_08690,TTL,112.9,93.6,132.2,1.403,0.1,0.45,1.07,2.80E-01,1.00E+00,0.9998,6214,110.9,87,70.4,14.3,54.4,45,200.8,108.2,161.3,88.9,120.6,61.2,235.5,251.2,53.2,410.6,48.3,57.3,197.3,52.7,67.1,117.3,78.3,17.3
SCA-6_Chr3v1_08692,MOCOS,3.1,0.8,5.4,7.231,0.1,1.93,1.48,1.40E-01,1.00E+00,0.9998,6215,0,0,0,0,0,0,0,0,4.3,0,0,4.7,0,0,15.3,0,0,14.3,0,1.1,0,8.6,16.3,9.1
SCA-6_Chr3v1_08693,SCA-6_Chr3v1_08693,200.4,153,247.8,1.309,0.1,0.54,0.71,4.70E-01,1.00E+00,0.9998,6216,83.2,31.3,315.9,0,169,161.9,76,242.9,188.1,113.6,239.4,215,0,184.5,221,537.3,136.7,411.1,57.2,200.8,93.2,278.3,276,578.1
SCA-6_Chr3v1_08694,S61G1,2.9,2.8,3,0.975,0.1,2.03,-0.02,9.90E-01,1.00E+00,0.9998,6217,0,0,7.2,0,0,0,0,4.7,10.8,0,11,0,0,0,0,0,0,24.2,0,2.2,0,0,6.1,3.6
SCA-6_Chr3v1_08696,NFYC1,291.7,376.3,207.1,0.924,0.1,0.45,-0.25,8.00E-01,1.00E+00,0.9998,6218,227.7,771.1,158.9,1867.8,294,367.9,183.1,62.6,72,365.6,131.6,12.8,409.2,688.2,317.5,16.8,351.2,146,83,100.9,142.1,118.2,44.2,68.2
SCA-6_Chr3v1_08697,DJB14,10.4,6.6,14.2,3.1,0.1,1.02,1.6,1.10E-01,1.00E+00,0.9998,6219,6.9,20.9,1.8,0,13.2,17.2,8.3,0,2.2,8.6,0,0,81.6,9.2,3.6,0,14.7,12.5,0,12.1,0,27.4,1.5,8.2
SCA-6_Chr3v1_08698,NFD4,32.1,26.5,37.6,1.333,0.1,0.76,0.55,5.80E-01,1.00E+00,0.9998,6220,1,34.8,27.1,0,4.4,27.8,2.1,71.2,33.3,3.7,31.1,81.6,25,0,28.9,0,24.1,53.7,9,68,40.9,30,117.9,53.7
SCA-6_Chr3v1_08699,TL1Y,26.7,28.3,25.2,0.836,0.1,0.89,-0.29,7.70E-01,1.00E+00,0.9998,6221,37.6,2.3,13.5,0,0,27,5.2,56.9,62.4,21,44.8,68.4,0,0,28,0,73.7,38.5,21.3,31.8,0,24.8,42.7,41.4
SCA-6_Chr3v1_08700,MED30,47.6,35.7,59.5,1.086,0.1,0.55,0.22,8.30E-01,1.00E+00,0.9998,6222,22.8,39.4,38.8,0,2.9,30.3,39.5,60.7,37.6,28.4,37.5,90.2,39.5,0,49.6,282.4,10.7,21.5,16.8,38.4,61.4,52.2,76.8,64.6
SCA-6_Chr3v1_08701,NPC6,113.5,117.9,109.2,0.838,0.1,0.35,-0.73,4.60E-01,1.00E+00,0.9998,6223,121.8,64.9,147.1,98,32.3,202.8,70.8,66.4,154.8,80.3,204.7,170.4,46,179.2,70.4,101.2,75.1,154.9,103.2,58.1,37.5,121.6,163.7,199.7
SCA-6_Chr3v1_08702,Y5064,87.8,97.6,77.9,0.769,0.1,0.35,-1.1,2.70E-01,1.00E+00,0.9998,6224,59.4,20.9,52.4,136.8,173.4,51.5,103,144.2,136.5,32.1,129.8,131.5,77.6,43.2,48.7,121.3,64.3,99.4,71.8,100.9,53.4,89.9,87.9,76
SCA-6_Chr3v1_08705,SCA-6_Chr3v1_08705,4,2.9,5.2,2.103,0.1,1.84,0.58,5.60E-01,1.00E+00,0.9998,6225,0,0,0.9,0,0,0,0,7.6,10.8,0,15.5,0,0,9.2,0,0,0,17,0,16.5,0,0,11.7,7.7
SCA-6_Chr3v1_08708,GCAL1,797.8,636,959.6,1.282,0.1,0.36,1,3.20E-01,1.00E+00,0.9998,6226,389.1,206.4,1006.5,167.4,105.8,511,403.7,860.7,879.4,448.4,993.4,1660.5,231.6,588.8,707.3,901.2,443.7,1756.2,579.7,546.4,588.9,997.7,1989.2,2184
SCA-6_Chr3v1_08710,FBL91,70.5,65.5,75.6,1.116,0.1,0.49,0.32,7.50E-01,1.00E+00,0.9998,6227,117.8,71.9,11.7,36.7,44.1,43.3,53.1,68.3,64.5,86.5,73.1,114.9,84.2,176.6,58.6,0,50.9,36.7,50.5,108.6,72.8,86.5,120.5,60.9
SCA-6_Chr3v1_08712,SP13A,128.6,108.4,148.8,1.44,0.1,0.32,1.62,1.10E-01,1.00E+00,0.9998,6228,64.3,167,137.2,189.8,44.1,121,179,73.1,91.4,63,86.8,84,238.1,281.3,208.4,174.6,49.6,111.1,104.3,139.3,166,130.2,82.9,100.1
SCA-6_Chr3v1_08713,SA1B1,85.5,68.5,102.6,1.583,0.1,0.39,1.7,8.90E-02,1.00E+00,0.9998,6229,100,27.8,107.4,0,41.2,116.9,53.1,75.9,83.9,65.5,98.7,51.7,173.7,70.7,117.3,92.6,182.3,63.6,136.8,70.2,119.4,88.2,55.9,60.5
SCA-6_Chr3v1_08714,SA1B1,50.2,54.9,45.7,0.564,0.1,0.64,-1.29,2.00E-01,1.00E+00,0.9998,6230,42.6,9.3,69.5,0,80.8,23.7,23.9,86.4,78.5,8.6,149,85.9,0,0,27.1,64.3,2.7,90.5,29.2,7.7,37.5,43.7,134.2,111
SCA-6_Chr3v1_08716,WRK75,34.3,29.7,39,1.343,0.1,1.26,0.34,7.40E-01,1.00E+00,0.9998,6231,0,0,0,40.8,0,4.1,61.4,132.9,52.7,0,48.4,15.7,0,0,12.6,0,12.1,8.1,125.6,193.1,77.3,15.4,2.5,20.9
SCA-6_Chr3v1_08717,SCA-6_Chr3v1_08717,18,24.8,11.1,0.558,0.1,1.06,-0.8,4.30E-01,1.00E+00,0.9998,6232,6.9,62.6,1.8,110.2,47,10.6,14.6,5.7,0,29.6,9.1,0,72.4,0,4.5,0,8,11.6,3.4,0,0,0,17.3,15.5
SCA-6_Chr3v1_08718,HIP7,3664.9,4599.2,2730.6,0.691,0.1,0.39,-1.36,1.70E-01,1.00E+00,0.9998,6233,4750.9,9675.2,3691.2,12162.1,6245.3,4861.6,2097.5,453.6,1821.1,5706.5,1401.9,2323.2,6487.7,6102.1,4570.1,1375.7,3065.6,1357.7,1999.1,1015.9,2445.2,1556.1,1220.1,1571.8
SCA-6_Chr3v1_08720,HA22E,122.4,120.5,124.4,0.958,0.1,0.38,-0.16,8.70E-01,1.00E+00,0.9998,6234,41.6,98.6,55.1,247,17.6,76,126.9,183.1,164.5,70.4,177.3,187.5,26.3,143.9,64.1,81.6,201.1,140.6,97.5,262.2,62.5,115.6,157.6,139.6
SCA-6_Chr3v1_08721,SCA-6_Chr3v1_08721,36.5,38.2,34.9,0.961,0.1,0.49,-0.12,9.10E-01,1.00E+00,0.9998,6235,49.5,49.9,32.5,65.3,17.6,71.1,57.2,37,19.4,38.3,21,0,28.9,40.6,16.2,57.4,36.2,27.8,51.6,25.2,12.5,48,40.2,33.7
SCA-6_Chr3v1_08724,HSD2,24,29.4,18.6,0.498,0.1,0.88,-1.14,2.50E-01,1.00E+00,0.9998,6236,37.6,19.7,40.6,34.7,11.8,78.5,12.5,0.9,44.1,11.1,17.4,43.7,18.4,49.7,61.3,0,18.8,28.7,0,0,0,45.4,0,0.9
SCA-6_Chr3v1_08727,RMI1,8.9,12.6,5.3,0.563,0.1,1.34,-0.62,5.40E-01,1.00E+00,0.9998,6237,13.9,11.6,4.5,0,45.6,6.5,45.8,0,19.4,3.7,0,0,22.4,0,23.5,0,0,0,0,8.8,0,0,0,8.6
SCA-6_Chr3v1_08729,ACR6,16.5,16.9,16.1,1.382,0.1,1.18,0.4,6.90E-01,1.00E+00,0.9998,6238,0,0,0.9,136.8,0,0,0,19,4.3,11.1,29.2,1.9,25,0,0,0,21.4,21.5,0,4.4,26.1,21.4,54.4,19.6
SCA-6_Chr3v1_08730,SWI3A,67.2,76.1,58.4,0.824,0.1,0.48,-0.59,5.60E-01,1.00E+00,0.9998,6239,71.3,80,47.8,61.2,69.1,43.3,126.9,96.8,78.5,98.8,91.4,47.9,63.2,90.3,6.3,0,79.1,55.5,122.2,28.5,100,60.8,38.6,55.9
SCA-6_Chr3v1_08731,PP449,5.1,5.8,4.3,0.697,0.1,1.49,-0.35,7.30E-01,1.00E+00,0.9998,6240,7.9,3.5,0,0,0,0,6.2,10.4,0,1.2,23.8,16.6,0,0,13.5,0,8,0,0,4.4,22.7,0,0,3.2
SCA-6_Chr3v1_08733,DEK,1619.2,1875.4,1363,0.827,0.1,0.32,-0.86,3.90E-01,1.00E+00,0.9998,6241,2703.7,3302.4,1261.1,3502.9,2664.8,1622.2,1635.6,867.3,894.4,2622.3,641.6,786.6,2697.2,3133.5,1915.2,338.5,1017.4,673.5,1657.1,902.9,1444.8,1029.4,642.6,903.7
SCA-6_Chr3v1_08734,HHT1,57.8,48.2,67.5,1.368,0.1,0.83,0.54,5.90E-01,1.00E+00,0.9998,6242,4.9,18.6,52.4,0,0,5.7,39.5,90.2,64.5,29.6,149.9,122.9,0,0,55,0,14.7,74.3,97.5,131.7,71.6,106.2,180,78.7
SCA-6_Chr3v1_08738,MORC4,117,136.8,97.2,0.665,0.1,0.41,-1.43,1.50E-01,1.00E+00,0.9998,6243,159.4,226.1,131.8,49,180.8,97.3,145.7,127.2,129,184,108.8,102.5,92.1,0,96.5,211.5,38.9,109.3,127.8,118.5,147.8,82.2,50.8,91.4
SCA-6_Chr3v1_08740,TPD1,4,4.3,3.6,0.971,0.1,1.75,-0.02,9.80E-01,1.00E+00,0.9998,6244,0,0,10.8,0,0,17.2,0,15.2,1.1,0,7.3,0,17.1,0,6.3,0,0,12.5,0,7.7,0,0,0,0
SCA-6_Chr3v1_08741,GSA2,9.8,8.5,11,1.735,0.1,0.88,0.9,3.70E-01,1.00E+00,0.9998,6245,9.9,4.6,15.3,0,17.6,3.3,0,27.5,3.2,19.8,0.9,0,6.6,0,16.2,0,18.8,14.3,24.7,2.2,30.7,12,2,5
SCA-6_Chr3v1_08742,MUB3,97.9,97.8,97.9,1.026,0.1,0.55,0.07,9.50E-01,1.00E+00,0.9998,6246,68.3,53.3,88.5,91.9,57.3,118.6,106.1,129.1,226.8,42,85.9,106.3,89.5,0,132.6,0,175.6,92.2,117.7,158,153.5,59.1,105.2,91.9
SCA-6_Chr3v1_08743,MUB3,45.9,55.2,36.5,0.69,0.1,0.64,-0.83,4.10E-01,1.00E+00,0.9998,6247,50.5,31.3,40.6,0,58.8,29.4,91.6,85.4,50.5,93.9,87.7,43.2,2.6,0,99.2,0,33.5,32.2,56.1,58.1,47.7,39.4,42.2,26.8
SCA-6_Chr3v1_08744,PUS7,151.7,159.2,144.3,1.045,0.1,0.46,0.14,8.90E-01,1.00E+00,0.9998,6248,86.1,146.1,122.8,518.5,151.4,79.3,156.1,186,86,211.2,87.7,78.8,125,435.7,120,0,115.3,94.9,177.2,96.5,192.1,131,118.4,125.5
SCA-6_Chr3v1_08748,ZDHC9,109.3,115.7,102.8,0.798,0.1,0.38,-0.85,3.90E-01,1.00E+00,0.9998,6249,160.4,42.9,156.2,69.4,48.5,72,23.9,176.5,117.2,54.3,150.8,316.6,71,95.5,46,200.8,32.2,161.2,100.9,71.3,25,146.4,140.8,142.8
SCA-6_Chr3v1_08750,NOV,118.6,98.2,139,1.363,0.1,0.46,0.97,3.30E-01,1.00E+00,0.9998,6250,109.9,47.5,136.3,30.6,176.4,103.8,80.1,83.5,60.2,128.5,75.9,145.7,131.6,112.5,129.9,0,104.6,157.6,104.3,162.4,121.6,150.7,174.9,318.4
SCA-6_Chr3v1_08753,Y1461,63.2,70.5,55.9,0.743,0.1,0.61,-0.71,4.80E-01,1.00E+00,0.9998,6251,67.3,104.4,89.4,106.1,16.2,60.5,13.5,41.8,51.6,92.6,89.6,113,5.3,1.3,103.7,0,44.2,99.4,9,46.1,87.5,59.1,91.5,123.3
SCA-6_Chr3v1_08755,UBC27,49.1,49.3,48.9,1.047,0.1,1.28,0.05,9.60E-01,1.00E+00,0.9998,6252,0,2.3,74.9,0,0,19.6,9.4,110.1,170.9,0,188.3,16.1,0,0,87.5,0,13.4,165.7,15.7,80.1,0,32.5,111.3,80.5
SCA-6_Chr3v1_08756,SCA-6_Chr3v1_08756,16.2,18.4,14.1,0.653,0.1,0.8,-0.77,4.40E-01,1.00E+00,0.9998,6253,11.9,45.2,19.9,2,13.2,13.9,28.1,20.9,20.4,29.6,0,15.2,50,17,16.2,0,28.1,2.7,23.5,25.2,0,4.3,0,2.3
SCA-6_Chr3v1_08757,F214B,9.2,9.9,8.6,0.401,0.1,1.26,-1.04,3.00E-01,1.00E+00,0.9998,6254,15.8,0,7.2,0,25,4.9,9.4,20.9,0,0,7.3,28,0,68,0,0,17.4,10.7,0,3.3,0,1.7,0,1.8
SCA-6_Chr3v1_08759,SCA-6_Chr3v1_08759,139.1,180.8,97.5,0.58,0.1,0.48,-1.63,1.00E-01,1.00E+00,0.9998,6255,203.9,102,226.6,230.7,321.9,141.5,233.1,208.8,88.2,145.8,182.8,84,135.5,2.6,129,0,72.4,100.3,179.4,96.5,112.5,144.7,135.2,61.9
SCA-6_Chr3v1_08761,LCB2A,46.8,43.8,49.8,1.144,0.1,0.52,0.37,7.10E-01,1.00E+00,0.9998,6256,48.5,20.9,64.1,6.1,25,39.2,37.5,54.1,38.7,35.8,71.3,84.5,14.5,27.5,92,0,37.5,91.3,40.4,71.3,45.5,61.7,43.2,73.2
SCA-6_Chr3v1_08762,BICC1,5.3,6.2,4.4,0.668,0.1,1.26,-0.46,6.40E-01,1.00E+00,0.9998,6257,0,8.1,11.7,0,0,9.8,1,8.5,18.3,0,1.8,15.2,3.9,0,13.5,0,25.5,3.6,0,0,0,0.9,3.1,1.8
SCA-6_Chr3v1_08763,SIA2,35,42.1,27.9,0.792,0.1,0.75,-0.45,6.50E-01,1.00E+00,0.9998,6258,41.6,5.8,51.5,0,116.1,45.8,44.7,23.7,46.2,8.6,85,36.1,34.2,0,84.8,0,41.6,36.7,3.4,7.7,0,47.1,36.6,43.2
SCA-6_Chr3v1_08764,BH137,673.1,793.9,552.4,1.112,0.1,0.53,0.29,7.70E-01,1.00E+00,0.9998,6259,726.7,1577,343.9,3190.6,1053.9,470.1,197.7,46.5,108.6,1694.7,63.1,54.1,1960.4,1372.5,635.1,215.6,550.9,166.6,324,68,757.1,334.8,85.4,157.8
SCA-6_Chr3v1_08765,SCA-6_Chr3v1_08765,61.8,62.6,61,0.856,0.1,0.59,-0.38,7.00E-01,1.00E+00,0.9998,6260,18.8,25.5,54.2,93.9,27.9,45.8,78,94.9,76.3,48.2,81.3,105.9,123.7,0,20.7,0,29.5,67.2,59.4,32.9,25,98.5,173.9,101.4
SCA-6_Chr3v1_08766,MPCP3,4.7,3,6.4,1.381,0.1,2.04,0.23,8.20E-01,1.00E+00,0.9998,6261,9.9,0,0,0,0,0,0,12.3,14,0,0,0,0,0,0,0,0,2.7,0,64.7,0,0,3.1,6.8
SCA-6_Chr3v1_08767,SCD2,51.5,57.8,45.2,0.897,0.1,0.44,-0.35,7.20E-01,1.00E+00,0.9998,6262,55.4,75.4,19.9,98,54.4,71.1,119.7,70.2,49.5,9.9,60.3,9.5,15.8,87.7,40.6,66.8,75.1,37.6,84.1,53.8,23.9,23.1,15.8,18.6
SCA-6_Chr3v1_08768,SCD2,37.7,41.6,33.9,0.84,0.1,0.65,-0.38,7.00E-01,1.00E+00,0.9998,6263,26.7,15.1,38.8,2,13.2,42.5,16.6,23.7,87.1,7.4,43.9,181.8,30.3,0,26.2,0,4,28.7,23.5,41.7,81.8,36.8,69.6,64.1
SCA-6_Chr3v1_08769,SCP45,18.1,20.2,16.1,0.96,0.1,0.89,-0.07,9.50E-01,1.00E+00,0.9998,6264,22.8,41.7,28,0,0,31.1,20.8,0.9,14,46.9,35.6,0,27.6,0,21.7,0,30.8,22.4,30.3,0,14.8,13.7,20.3,11.4
