name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,OTA_1_R1,OTA_1_R2,OTA_1_R3,OTA_2_R1,OTA_2_R2,OTA_2_R3,OTA_3_R1,OTA_3_R2,OTA_3_R3,OTA_4_R1,OTA_4_R2,OTA_4_R3,PTA_1_R1,PTA_1_R2,PTA_1_R3,PTA_2_R1,PTA_2_R2,PTA_2_R3,PTA_3_R1,PTA_3_R2,PTA_3_R3,PTA_4_R1,PTA_4_R2,PTA_4_R3
SCA-6_Chr2v1_05666,3AT1,12.1,14.9,9.2,0.531,0.3,1.37,-0.67,5.00E-01,1.00E+00,0.9998,4544,0,0,7.2,0,0,0,15.6,56,45.2,0,45.7,9,0,0,0,0,0,4.5,12.3,52.7,0,10.3,24.9,5.9
SCA-6_Chr2v1_05667,3AT1,45.7,50.7,40.6,0.682,0.3,0.62,-0.89,3.70E-01,1.00E+00,0.9998,4545,22.8,52.2,15.3,81.7,95.5,53.1,60.3,49.3,40.9,66.7,16.5,54.6,11.8,0,41.5,0,61.7,41.2,79.6,77.9,138.7,24.8,2.5,7.7
SCA-6_Chr2v1_05668,3AT1,480.6,517,444.2,0.843,0.3,0.37,-0.66,5.10E-01,1.00E+00,0.9998,4546,351.4,200.6,375.5,100,571.8,369.6,653.4,827.5,517.1,478,587.6,1171.1,157.9,77.2,230,279.1,360.6,308.1,786,772.4,570.7,700.5,752.9,334.7
SCA-6_Chr2v1_05671,DGK5,292,260.7,323.3,1.221,0.3,0.22,1.33,1.80E-01,1.00E+00,0.9998,4547,248.5,267.9,344.8,140.9,241.1,172.5,322.5,308.4,247.3,295.2,238.5,300.5,272.3,350.6,257.1,170.1,249.3,308.1,333,384,326.3,377.7,450.4,400.7
SCA-6_Chr2v1_05672,THF1,827.3,754.9,899.6,1.257,0.3,0.26,1.29,2.00E-01,1.00E+00,0.9998,4548,749.4,483.5,852.2,706.3,352.8,659,1556.5,772.4,947.1,637.4,790.5,552.1,759.2,569.1,942.7,1013.1,1352.5,631.4,1301.7,1543.7,990.1,502.7,639.5,549.9
SCA-6_Chr2v1_05680,VAP42,273.8,275.4,272.2,0.812,0.3,0.34,-0.88,3.80E-01,1.00E+00,0.9998,4549,452.4,359.5,371,271.5,98.5,372,213.3,165.1,249.4,390.3,210.2,151,409.2,158.3,230,1029.9,131.4,234.6,188.4,159.1,117.1,203.8,190.6,213.8
SCA-6_Chr2v1_05681,SCA-6_Chr2v1_05681,45.9,53,38.8,0.797,0.3,0.66,-0.5,6.20E-01,1.00E+00,0.9998,4550,38.6,39.4,32.5,4.1,67.6,68.7,37.5,51.2,106.4,27.2,160.8,1.4,0,0,15.3,97.9,73.7,81.5,57.2,46.1,25,21.4,34.1,13.2
SCA-6_Chr2v1_05682,VPS18,226.2,227.4,225,0.964,0.3,0.4,-0.13,8.90E-01,1.00E+00,0.9998,4551,135.6,118.3,288.9,85.7,69.1,239.6,261.2,273.3,189.2,175.4,331.7,561.1,73.7,150.5,323.9,16,155.5,347.5,224.2,237,110.3,340,302.5,419.3
SCA-6_Chr2v1_05683,SCA-6_Chr2v1_05683,34.8,43.6,26,0.764,0.3,0.87,-0.45,6.50E-01,1.00E+00,0.9998,4552,75.2,118.3,87.6,67.4,47,31.1,2.1,6.6,0,79.1,9.1,0,163.1,0,39.7,0,18.8,7.2,34.8,9.9,9.1,14.6,0,15
SCA-6_Chr2v1_05684,PPR35,6.7,5.3,8.1,0.608,0.3,1.51,-0.47,6.40E-01,1.00E+00,0.9998,4553,1,0,3.6,0,0,2.5,0,31.3,1.1,12.4,11.9,0,0,0,0,0,0,8.1,0,0,0,15.4,45.8,28.2
SCA-6_Chr2v1_05686,ENDB1,118.6,112.6,124.6,0.994,0.3,0.28,-0.03,9.80E-01,1.00E+00,0.9998,4554,77.2,169.3,125.5,130.6,151.4,74.4,52,160.4,96.8,154.4,80.4,78.3,90.8,68,106.4,248.8,100.5,120,165.9,75.7,86.4,96.8,171.3,165.1
SCA-6_Chr2v1_05687,SCA-6_Chr2v1_05687,16.3,13.9,18.6,1.322,0.3,0.84,0.48,6.30E-01,1.00E+00,0.9998,4555,1,13.9,33.4,0,0,27,16.6,11.4,11.8,12.4,11,28.5,27.6,0,0,0,18.8,39.4,7.8,24.1,29.6,31.7,16.3,28.2
SCA-6_Chr2v1_05688,SCA-6_Chr2v1_05688,65.7,51.5,80,1.519,0.3,0.64,0.94,3.50E-01,1.00E+00,0.9998,4556,16.8,3.5,65,22.5,1.5,42.5,14.6,61.7,59.1,6.2,99.6,225.5,31.6,40.6,63.1,0,77.7,203.3,13.5,57.1,29.6,59.9,152,231
SCA-6_Chr2v1_05690,GAUTA,33,32.9,33.2,0.448,0.3,0.7,-1.66,9.70E-02,1.00E+00,0.9998,4557,63.4,31.3,16.2,91.9,52.9,41.7,22.9,10.4,11.8,8.6,14.6,28.5,40.8,0,0,161.1,10.7,24.2,48.2,3.3,15.9,0,74.2,20
SCA-6_Chr2v1_05693,SCA-6_Chr2v1_05693,212.5,209,215.9,0.959,0.3,0.52,-0.12,9.10E-01,1.00E+00,0.9998,4558,152.5,141.5,339.4,318.4,108.8,234.7,68.7,198.3,248.3,143.3,361.9,192.7,128.9,175.3,217.4,0,100.5,632.3,44.8,192,64.8,174.7,332,527.6
SCA-6_Chr2v1_05695,LTO1,4,5,3,0.549,0.3,1.62,-0.53,5.90E-01,1.00E+00,0.9998,4559,3,5.8,3.6,0,0,0,0,10.4,8.6,0,29.2,0,0,2.6,0,0,0,4.5,0,0,0,17.1,7.1,5
SCA-6_Chr2v1_05696,FTCD,5.7,8.9,2.6,0.165,0.3,1.55,-1.67,9.40E-02,1.00E+00,0.9998,4560,0,0,0,0,48.5,9.8,9.4,5.7,6.5,0,13.7,12.8,0,0,25.3,0,0,3.6,0,0,0,0,2.5,0
SCA-6_Chr2v1_05697,SCA-6_Chr2v1_05697,4.1,4,4.3,0.908,0.3,1.74,-0.08,9.40E-01,1.00E+00,0.9998,4561,0,0,1.8,0,0,0,0,0,0,8.6,10.1,27.5,0,0,0,0,0,5.4,4.5,0,0,7.7,22.9,10.9
SCA-6_Chr2v1_05698,SCA-6_Chr2v1_05698,10.3,5.3,15.3,2.452,0.3,1.16,1.11,2.70E-01,1.00E+00,0.9998,4562,0,13.9,9.9,0,0,4.1,1,0,9.7,0,9.1,16.1,1.3,58.9,18.9,0,1.3,17,0,0,0,21.4,38.1,26.8
SCA-6_Chr2v1_05699,GT14A,74,64.4,83.5,1.184,0.3,0.44,0.56,5.80E-01,1.00E+00,0.9998,4563,88.1,37.1,77.6,0,51.4,34.3,38.5,59.8,114,43.2,139.8,89.2,14.5,51,45.1,146.7,40.2,103,59.4,139.3,48.9,83.9,161.7,108.7
SCA-6_Chr2v1_05700,ULT1,104.6,109.9,99.2,0.963,0.3,0.31,-0.18,8.60E-01,1.00E+00,0.9998,4564,91.1,90.4,159.8,112.3,117.6,110.4,136.3,105.3,95.7,101.3,153.5,45.6,194.7,37.9,60.4,133.2,97.9,87.8,148,76.8,80.7,137.9,32.5,102.3
SCA-6_Chr2v1_05701,NAF1,626.9,694.4,559.5,0.848,0.3,0.28,-0.85,4.00E-01,1.00E+00,0.9998,4565,759.3,1232.6,578.6,781.8,1083.3,565.8,652.4,484,352.6,993.1,258.6,590.1,822.3,800.7,620.7,255.7,288.2,273.1,708.6,509.1,819.6,652.6,407.7,555.3
SCA-6_Chr2v1_05702,SCA-6_Chr2v1_05702,4.8,6.8,2.8,0.273,0.3,1.97,-0.95,3.40E-01,1.00E+00,0.9998,4566,0,19.7,7.2,0,47,7.4,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,17.1,0,0,0.9
SCA-6_Chr2v1_05703,FMO2,4.5,2.8,6.1,2.915,0.3,1.79,0.86,3.90E-01,1.00E+00,0.9998,4567,0,0,2.7,0,0,0,16.6,0,0,14.8,0,0,0,0,0,0,0,8.1,0,34,22.7,5.1,1.5,1.4
SCA-6_Chr2v1_05705,PPR8,6.6,7.5,5.7,1.022,0.3,1.62,0.02,9.80E-01,1.00E+00,0.9998,4568,0,10.4,12.6,0,25,3.3,0,0,0,38.3,0,0,0,0,29.8,0,9.4,0,0,12.1,0,7.7,0,9.1
SCA-6_Chr2v1_05706,PP118,29.1,29.8,28.5,1.126,0.3,0.83,0.21,8.40E-01,1.00E+00,0.9998,4569,67.3,7,12.6,0,0,0,77,83.5,26.9,49.4,28.3,5.2,42.1,0,35.2,0,16.1,17,11.2,46.1,58,59.1,38.6,18.2
SCA-6_Chr2v1_05707,SCAM1,101.7,111.5,92,0.855,0.3,0.5,-0.45,6.50E-01,1.00E+00,0.9998,4570,173.2,124.1,99.3,257.2,151.4,91.6,61.4,55,79.6,51.9,108.8,84,80.3,128.2,144.3,0,16.1,206.9,42.6,106.4,51.2,89.9,64.6,173.3
SCA-6_Chr2v1_05708,SRF3,341.5,402.1,280.9,0.865,0.3,0.47,-0.45,6.60E-01,1.00E+00,0.9998,4571,626.7,622.7,286.2,963.5,399.8,400.6,339.2,86.4,213.9,681.8,129.8,74.1,713.1,417.4,477.2,0,292.2,156.7,238.8,203,372.9,217.5,133.2,148.3
SCA-6_Chr2v1_05709,LIAS,85.9,77.9,93.9,1.221,0.3,0.52,0.56,5.80E-01,1.00E+00,0.9998,4572,35.6,97.4,67.7,114.3,127.9,44.2,72.8,110.1,59.1,25.9,106.9,72.6,31.6,206.7,39.7,0,89.8,157.6,29.2,43.9,191,73.6,149,114.2
SCA-6_Chr2v1_05710,SCA-6_Chr2v1_05710,348.2,506.8,189.6,0.497,0.3,0.58,-1.75,8.00E-02,1.00E+00,0.9998,4573,758.3,1006.5,408,1473.8,836.3,520.8,240.3,14.2,30.1,732.5,43,18,492.1,143.9,435.7,261.5,226.5,72.5,164.8,15.4,166,216.7,20.8,59.1
SCA-6_Chr2v1_05711,SCA-6_Chr2v1_05711,15.9,6.7,25.2,3.776,0.3,1.16,1.65,9.90E-02,1.00E+00,0.9998,4574,2,4.6,39.7,0,0,22.9,1,5.7,0,3.7,0,0.9,0,124.3,45.1,0,28.1,20.6,0,0,0,30,7.1,46.8
SCA-6_Chr2v1_05713,GH310,35.4,48.9,21.9,0.513,0.3,0.6,-1.6,1.10E-01,1.00E+00,0.9998,4575,31.7,17.4,24.4,200,29.4,58.9,29.1,38.9,44.1,50.6,22.8,39.4,31.6,32.7,15.3,0,29.5,26.9,44.8,29.6,0,16.3,2,33.7
SCA-6_Chr2v1_05714,PPR9,21.3,23.1,19.5,0.712,0.3,0.89,-0.55,5.80E-01,1.00E+00,0.9998,4576,25.7,3.5,15.3,0,0,40.1,27.1,43.7,31.2,18.5,63.1,8.5,0,0,45.1,0,0,24.2,7.8,32.9,11.4,13.7,50.3,49.1
SCA-6_Chr2v1_05716,PXMP2,32.4,38.8,25.9,1.01,0.3,0.66,0.02,9.80E-01,1.00E+00,0.9998,4577,26.7,47.5,16.2,130.6,16.2,18,71.8,29.4,14,93.9,0,1.4,76.3,24.9,33.4,0,8,5.4,20.2,63.6,56.8,9.4,9.7,3.2
SCA-6_Chr2v1_05718,P2C52,114.1,114.1,114.1,1.006,0.3,0.43,0.02,9.80E-01,1.00E+00,0.9998,4578,70.3,81.2,130,63.3,94.1,96.5,77,144.2,103.2,66.7,117.9,324.7,44.7,98.1,239.1,3.3,107.2,194.3,41.5,133.8,68.2,151.6,136.8,150.5
SCA-6_Chr2v1_05719,PB27A,36.4,50.9,22,0.423,0.3,0.6,-2.07,3.80E-02,1.00E+00,0.9998,4579,93.1,60.3,98.4,0,19.1,39.2,47.9,56,45.2,19.8,39.3,92.1,34.2,39.3,29.8,0,9.4,71.6,12.3,25.2,8,8.6,14.2,11.8
SCA-6_Chr2v1_05720,SCA-6_Chr2v1_05720,870.2,757,983.5,1.417,0.3,0.39,1.3,1.90E-01,1.00E+00,0.9998,4580,317.8,212.2,466.7,298,395.4,833.2,1420.2,2113.3,1504,326.1,919.4,277.2,500,752.3,682.9,1134.8,1418.2,1216.2,1401.5,2374.2,366,970.3,663.9,322
SCA-6_Chr2v1_05721,SCA-6_Chr2v1_05721,430.4,346.4,514.3,1.439,0.3,0.5,1.06,2.90E-01,1.00E+00,0.9998,4581,115.8,40.6,180.5,0,69.1,229.8,605.5,699.4,749.3,113.6,637,716.8,301.3,476.2,235.5,532.8,479.9,481.8,636.8,802,269.4,644,666,646.3
SCA-6_Chr2v1_05724,OMT2,43.7,48.7,38.7,0.82,0.3,0.71,-0.41,6.90E-01,1.00E+00,0.9998,4582,24.7,40.6,85.8,0,0,31.1,72.8,53.1,80.6,25.9,85.9,83.5,34.2,37.9,55,0,0,17,68.4,100.9,31.8,19.7,46.3,52.8
SCA-6_Chr2v1_05729,SCA-6_Chr2v1_05729,20.3,16.7,23.8,0.794,0.3,1.08,-0.31,7.60E-01,1.00E+00,0.9998,4583,18.8,31.3,1.8,0,0,14.7,44.7,30.4,23.7,30.9,4.6,0,0,0,2.7,161.5,34.9,0,40.4,31.8,0,0,3.6,10.5
SCA-6_Chr2v1_05731,PORA,207.2,214.8,199.5,1.015,0.3,0.29,0.08,9.40E-01,1.00E+00,0.9998,4584,208.9,149.6,245.5,363.4,111.7,320.5,119.7,294.2,320.4,112.4,212.9,118.2,172.4,379.4,236.4,201.6,223.9,274,165.9,263.3,221.7,86.5,92.5,76.9
SCA-6_Chr2v1_05732,STA1,146,161.4,130.7,0.864,0.3,0.45,-0.47,6.40E-01,1.00E+00,0.9998,4585,180.2,270.2,117.4,171.5,188.1,217.5,215.4,131,77.4,191.5,81.3,94.9,218.4,34,147.9,0,135.4,80.6,293.8,88.9,191,159.3,105.7,112.8
SCA-6_Chr2v1_05733,PLT4,107.4,114.3,100.5,0.794,0.3,0.39,-0.84,4.00E-01,1.00E+00,0.9998,4586,116.8,63.8,84.9,69.4,1.5,146.4,64.5,110.1,130.1,133.4,142.6,308.1,75,62.8,114.6,216.4,101.9,133.4,52.7,65.8,31.8,107.9,165.2,78.2
SCA-6_Chr2v1_05734,EPHB,3.6,4.3,2.8,0.509,0.3,2.03,-0.48,6.30E-01,1.00E+00,0.9998,4587,0,0,0,0,8.8,1.6,0,10.4,0,0,15.5,15.7,9.2,23.6,0,0,0,0,0,0,0,0,0,0.5
SCA-6_Chr2v1_05735,HYES,1248.8,929,1568.6,1.579,0.3,0.34,1.92,5.50E-02,1.00E+00,0.9998,4588,968.2,658.6,1178,739,758.4,1364.6,401.6,833.2,860,778.2,1610.3,998.3,665.7,3875.3,2045.1,1711,806.9,2666.1,475.4,539.8,536.6,1054.2,1453.9,2993.5
SCA-6_Chr2v1_05736,GCL2,197.9,178.7,217.1,1.254,0.3,0.43,0.77,4.40E-01,1.00E+00,0.9998,4589,65.3,68.4,177.8,130.6,52.9,176.6,279.9,253.4,270.9,85.2,382,200.8,192.1,82.4,140.7,6.1,294.9,302.7,196.2,361,379.7,167.9,299.4,181.9
SCA-6_Chr2v1_05737,CLC1,23.1,24.2,22,1.417,0.3,0.93,0.54,5.90E-01,1.00E+00,0.9998,4590,75.2,2.3,28.9,0,19.1,22.9,73.9,6.6,28,19.8,13.7,0,105.3,0,12.6,0,42.9,7.2,62.8,0,0,20.6,0,12.3
SCA-6_Chr2v1_05738,SCA-6_Chr2v1_05738,65,31.9,98,2.403,0.3,0.7,1.82,7.00E-02,1.00E+00,0.9998,4591,25.7,15.1,83,16.3,2.9,52.3,3.1,4.7,24.7,45.7,46.6,62.2,9.2,107.3,80.3,0.4,88.5,211.4,6.7,0,42.1,64.2,178.4,387.9
SCA-6_Chr2v1_05739,EXPB3,10.6,7.8,13.5,3.508,0.3,1.17,1.55,1.20E-01,1.00E+00,0.9998,4592,0,18.6,6.3,0,0,20.4,0,0,0,39.5,8.2,0,34.2,51,24.4,0,21.4,4.5,0,9.9,0,2.6,3.1,11.4
SCA-6_Chr2v1_05741,TET19,144.9,146.4,143.3,0.955,0.3,0.51,-0.13,9.00E-01,1.00E+00,0.9998,4593,122.8,73.1,178.7,69.4,39.7,161.9,40.6,165.1,130.1,100,217.5,458.1,25,221.1,174.1,0,118,197,115.5,150.3,55.7,184.1,265.4,213.8
SCA-6_Chr2v1_05742,RIMI,7.6,10.2,5,0.836,0.2,1.65,-0.16,8.80E-01,1.00E+00,0.9998,4594,0,0,0,79.6,0,8.2,0,0,0,0,3.7,31.3,0,0,0,0,0,0,14.6,5.5,0,1.7,12.7,25
SCA-6_Chr2v1_05743,SCA-6_Chr2v1_05743,26.7,24.5,28.8,1.134,0.2,0.96,0.19,8.50E-01,1.00E+00,0.9998,4595,0,5.8,40.6,0,0,22.9,12.5,86.4,33.3,1.2,84.1,7.1,0,1.3,25.3,0,25.5,66.3,0,52.7,14.8,44.5,57.4,58.2
SCA-6_Chr2v1_05745,SCA-6_Chr2v1_05745,80.4,83.2,77.5,0.894,0.2,0.43,-0.38,7.10E-01,1.00E+00,0.9998,4596,50.5,29,67.7,10.2,72,50.7,116.5,95.8,205.3,40.8,181,78.8,106.6,5.2,101,166,53.6,113.7,90.8,75.7,13.6,47.1,68.1,88.7
SCA-6_Chr2v1_05750,TRXM,21.2,19.7,22.8,0.717,0.2,1,-0.48,6.30E-01,1.00E+00,0.9998,4597,0,7,8.1,0,0,18.8,8.3,24.7,71,9.9,57.6,31.3,0,0,0,61.1,0,36.7,3.4,32.9,0,31.7,66.6,40.9
SCA-6_Chr2v1_05751,SCA-6_Chr2v1_05751,19.3,16,22.6,1.26,0.2,0.82,0.41,6.80E-01,1.00E+00,0.9998,4598,36.6,2.3,16.2,0,20.6,22.1,0,6.6,15.1,12.4,24.7,35.6,21.1,0,0,0,17.4,36.7,24.7,30.7,8,17.1,61,55
SCA-6_Chr2v1_05753,SCA-6_Chr2v1_05753,102.8,95.3,110.3,1.148,0.2,0.37,0.53,5.90E-01,1.00E+00,0.9998,4599,81.2,58,120.1,67.4,5.9,172.5,88.4,108.2,86,71.6,89.6,194.2,100,128.2,147.9,43.4,162.2,164.8,42.6,120.7,84.1,88.2,140.8,101
SCA-6_Chr2v1_05754,CSPL6,2.8,0.9,4.8,8.329,0.2,2.15,1.42,1.60E-01,1.00E+00,0.9998,4600,0,0,0,0,0,0,0,0,10.8,0,0,0,31.6,0,7.2,0,0,0.9,0,15.4,0,0.9,1.5,0
SCA-6_Chr2v1_05755,SCA-6_Chr2v1_05755,6.3,5,7.5,0.961,0.2,1.38,-0.04,9.70E-01,1.00E+00,0.9998,4601,3,0,5.4,0,0,0,2.1,39.9,6.5,0,0.9,2.8,0,0,0,0,0,2.7,6.7,28.5,0,6,43.2,3.2
SCA-6_Chr2v1_05757,SCA-6_Chr2v1_05757,217.1,183.8,250.3,1.217,0.2,0.43,0.66,5.10E-01,1.00E+00,0.9998,4602,87.1,143.8,128.2,142.9,42.6,165.2,98.8,461.2,249.4,70.4,456,160,17.1,256.4,88.4,277,163.5,480.9,187.2,442.1,90.9,183.3,470.7,346.1
SCA-6_Chr2v1_05759,SCA-6_Chr2v1_05759,7.6,9.5,5.7,0.479,0.2,1.37,-0.78,4.40E-01,1.00E+00,0.9998,4603,0,11.6,0,0,42.6,0,5.2,0,0,21,19.2,14.2,1.3,0,13.5,0,13.4,0,17.9,1.1,3.4,18,0,0
SCA-6_Chr2v1_05760,CALSC,178.3,144.4,212.2,1.186,0.2,0.47,0.52,6.00E-01,1.00E+00,0.9998,4604,93.1,47.5,192.3,110.2,67.6,73.6,68.7,243.9,174.2,56.8,286.1,318.5,94.7,0,182.2,390.6,30.8,403,130.1,141.5,94.4,304,359.9,415.2
SCA-6_Chr2v1_05761,TPC1,340.7,299,382.3,1.278,0.2,0.39,0.91,3.60E-01,1.00E+00,0.9998,4605,207.9,83.5,269,110.2,82.3,157.8,312.1,643.4,839.6,114.9,452.4,315.2,138.1,278.7,346.4,745,390.1,617.9,365.5,626.5,202.3,336.6,344.2,196
SCA-6_Chr2v1_05762,FRA1E,22.5,20,25.1,1.011,0.2,0.81,0.02,9.80E-01,1.00E+00,0.9998,4606,3,4.6,7.2,0,0,21.3,19.8,17.1,20.4,45.7,54.8,45.6,1.3,26.2,16.2,0,0,11.6,67.3,7.7,18.2,18.8,89.5,44.1
SCA-6_Chr2v1_05763,UBC25,620.5,570.4,670.6,1.21,0.2,0.45,0.61,5.40E-01,1.00E+00,0.9998,4607,761.3,709.6,394.5,753.2,586.5,684.4,758.5,416.6,410.7,581.8,338.1,450,1480.1,429.1,753.3,0,1115.2,371.7,928.4,697.8,1098.1,352.8,442.3,377.9
SCA-6_Chr2v1_05764,SCA-6_Chr2v1_05764,755,984,526.1,0.636,0.2,0.52,-1.27,2.10E-01,1.00E+00,0.9998,4608,1685,1687.1,1048.9,1957.6,2022.5,1068.6,336.1,67.4,175.2,1521.7,71.3,166.1,1082.8,1466.7,894.9,100.8,197,476.4,114.4,91.1,425.2,445.3,253.7,765
SCA-6_Chr2v1_05765,MAN2,70.2,54.3,86.2,1.197,0.2,0.51,0.51,6.10E-01,1.00E+00,0.9998,4609,71.3,48.7,107.4,0,0,17.2,67.6,82.6,44.1,33.3,63.1,115.8,81.6,34,66.8,357.8,42.9,85.1,22.4,49.4,30.7,81.4,86.9,95.1
SCA-6_Chr2v1_05767,SCA-6_Chr2v1_05767,129,138.9,119.1,0.923,0.2,0.46,-0.25,8.00E-01,1.00E+00,0.9998,4610,87.1,205.2,52.4,330.7,177.8,137.4,161.3,71.2,60.2,244.6,7.3,131.5,178.9,303.5,20.7,223.3,48.3,39.4,139,58.1,194.4,81.4,70.2,72.3
SCA-6_Chr2v1_05768,Y1960,106.6,120.9,92.3,0.766,0.2,0.54,-0.71,4.80E-01,1.00E+00,0.9998,4611,116.8,91.6,74.9,147,99.9,38.4,132.1,223,140.8,97.6,91.4,197.5,55.3,0,82.1,0,119.3,107.5,113.2,204.1,135.3,94.2,102.7,93.7
SCA-6_Chr2v1_05769,SCA-6_Chr2v1_05769,33.4,30.4,36.4,1.201,0.2,0.71,0.37,7.10E-01,1.00E+00,0.9998,4612,0,16.2,1.8,47,55.9,49.9,27.1,57.9,35.5,2.5,19.2,51.7,31.6,0,18.9,63.9,89.8,92.2,41.5,41.7,2.3,12,40.2,2.7
SCA-6_Chr2v1_05770,BH162,76.5,61.8,91.2,1.377,0.2,0.76,0.61,5.40E-01,1.00E+00,0.9998,4613,12.9,3.5,58.7,0,0,19.6,130.1,225.9,35.5,13.6,29.2,212.2,25,89,18.9,0,38.9,38.5,117.7,421.3,83,94.2,127.1,40.9
SCA-6_Chr2v1_05771,WSD1,4.6,4.9,4.2,0.829,0.2,1.68,-0.16,8.70E-01,1.00E+00,0.9998,4614,10.9,27.8,4.5,0,0,3.3,7.3,0,5.4,0,0,0,0,0,0,0,22.8,8.1,0,0,0,11.1,0,8.2
SCA-6_Chr2v1_05772,MTBC2,31.7,38.7,24.8,0.569,0.2,0.69,-1.19,2.40E-01,1.00E+00,0.9998,4615,39.6,24.4,37.9,0,60.3,33.5,1,66.4,30.1,40.8,49.4,80.7,0,37.9,7.2,0,41.6,26,30.3,40.6,6.8,51.4,22.4,33.7
SCA-6_Chr2v1_05775,CHR9,247.6,299.3,195.9,0.702,0.2,0.47,-1.08,2.80E-01,1.00E+00,0.9998,4616,257.4,368.7,259.1,655.3,291,304.2,388.1,138.5,95.7,470.6,84.1,279.1,346,117.8,163.3,0,355.2,78.8,307.2,114.1,247.8,290.3,172.8,157.8
SCA-6_Chr2v1_05777,FLY1,82.8,94.4,71.2,0.789,0.2,0.6,-0.56,5.70E-01,1.00E+00,0.9998,4617,47.5,40.6,89.4,0,67.6,58.9,90.5,198.3,237.6,100,159,43.2,17.1,99.4,29.8,0,53.6,87.8,107.6,163.5,8,111.3,99.6,76.9
SCA-6_Chr2v1_05778,LRX4,20.2,25.2,15.1,0.568,0.2,0.79,-1.04,3.00E-01,1.00E+00,0.9998,4618,64.3,34.8,4.5,53.1,38.2,8.2,30.2,8.5,3.2,32.1,9.1,16.6,0,0,11.7,0,26.8,23.3,0,7.7,18.2,36,33.6,23.6
SCA-6_Chr2v1_05781,BUB1,1086.2,916.2,1256.1,1.336,0.2,0.28,1.5,1.30E-01,1.00E+00,0.9998,4619,1194.9,446.4,1446.1,412.3,464.5,1150.4,448.4,1062.8,958.9,725.1,1448.5,1236.6,1219.6,1895.8,1443.4,915.1,981.2,1859.2,575.2,1056.5,813.9,1014,1535.3,1763.7
SCA-6_Chr2v1_05785,SPL4,102.2,93.6,110.9,1.173,0.2,0.47,0.49,6.30E-01,1.00E+00,0.9998,4620,88.1,74.2,62.3,18.4,147,81.8,37.5,89.2,116.1,86.5,159,162.8,61.8,125.6,141.6,0,116.6,126.3,93.1,156.9,94.4,82.2,181.5,150.5
SCA-6_Chr2v1_05786,RNG1A,179.5,194.8,164.2,0.934,0.2,0.39,-0.25,8.00E-01,1.00E+00,0.9998,4621,141.6,330.5,52.4,410.3,188.1,167.6,177.9,130,131.2,394,74,140,439.4,213.3,121.8,118,105.9,47.5,275.8,128.4,326.3,102.8,49.8,40.9
SCA-6_Chr2v1_05787,TPX2,338.2,404.7,271.7,0.901,0.2,0.58,-0.26,8.00E-01,1.00E+00,0.9998,4622,684.1,1095.8,507.3,645.1,492.4,340.1,125.9,31.3,12.9,864.6,20.1,36.6,1240.7,638.5,499.8,97.5,199.7,97.6,56.1,41.7,103.4,164.4,22.9,98.2
SCA-6_Chr2v1_05789,P2C58,140.3,122.6,158,1.268,0.2,0.34,1.01,3.10E-01,1.00E+00,0.9998,4623,65.3,133.3,82.1,77.6,160.2,85.9,212.3,221.1,145.1,113.6,146.2,28,215.8,62.8,76.7,252.4,87.1,157.6,99.8,233.7,194.4,147.3,181.5,186.9
SCA-6_Chr2v1_05791,ALA2,117.2,132.5,102,0.78,0.2,0.44,-0.81,4.20E-01,1.00E+00,0.9998,4624,120.8,92.8,131.8,196,120.5,142.3,122.8,190.7,107.5,95.1,96,173.7,163.1,34,82.1,0,190.3,77,107.6,73.5,126.2,125.9,107.8,136
SCA-6_Chr2v1_05792,ERF80,139.5,114.3,164.7,1.548,0.2,0.47,1.34,1.80E-01,1.00E+00,0.9998,4625,122.8,37.1,107.4,34.7,130.8,115.3,202.9,132.9,195.7,2.5,242.2,47.5,22.4,188.4,81.2,201.2,48.3,240,262.4,316,69.3,95.1,306.5,146
SCA-6_Chr2v1_05794,TAT,12.3,13.9,10.7,0.933,0.2,0.94,-0.11,9.10E-01,1.00E+00,0.9998,4626,18.8,39.4,24.4,10.2,0,7.4,37.5,9.5,0,19.8,0,0,42.1,0,3.6,0,20.1,3.6,12.3,19.7,22.7,4.3,0,0
SCA-6_Chr2v1_05795,SCA-6_Chr2v1_05795,9.9,9,10.9,1.536,0.2,1.02,0.61,5.40E-01,1.00E+00,0.9998,4627,32.7,0,13.5,0,1.5,0,11.4,2.8,2.2,9.9,26.5,7.1,35.5,0,3.6,0,22.8,8.1,26.9,6.6,0,0,17.3,9.6
SCA-6_Chr2v1_05796,TAT2,7,7.7,6.2,0.937,0.2,1.24,-0.08,9.40E-01,1.00E+00,0.9998,4628,0,8.1,17.2,0,20.6,13.9,0,13.3,11.8,0,6.4,1.4,0,0,0,0,0,17.9,28,4.4,0,20.6,3.1,0.9
SCA-6_Chr2v1_05797,TAT,27.6,20.8,34.5,1.555,0.2,0.83,0.77,4.40E-01,1.00E+00,0.9998,4629,0,18.6,12.6,0,10.3,4.9,17.7,41.8,72,0,29.2,42.7,25,0,17.1,0,73.7,59.1,88.6,49.4,68.2,10.3,13.2,9.1
