name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr1v1_03981,BGL17,22.3,19.7,24.9,1.473,0.6,0.95,0.59,5.6e-01,1.0e+00,1,7301,38,4.1,13.6,46.2,10.5,5.8,16.6,64.8,13.9,0,23.1,30.8
SCA-6_Chr1v1_03983,Y6461,20.5,10,31.1,1.697,0.8,1.27,0.6,5.5e-01,1.0e+00,1,7302,6.2,20.6,16.8,0,0,16.1,9.5,0,22.8,106.3,34,14.2
SCA-6_Chr1v1_03984,SCA-6_Chr1v1_03984,58.1,67.3,49,0.824,-0.3,0.6,-0.47,6.4e-01,1.0e+00,1,7303,43.3,37.1,121.8,71.1,68.4,62,29.7,40.5,44,8,52.2,119.4
SCA-6_Chr1v1_03985,EML3,74.7,47.7,101.7,1.888,0.9,0.53,1.72,8.6e-02,1.0e+00,1,7304,43.3,33,55.3,17.8,81.5,55.4,86.7,124.9,74.2,162.2,61.9,100.4
SCA-6_Chr1v1_03986,NTAN1,4.8,4,5.6,1.27,0.3,2.73,0.13,9.0e-01,1.0e+00,1,7305,13.3,0,10.4,0,0,0,8.3,0,0,0,0,25.3
SCA-6_Chr1v1_03990,SCA-6_Chr1v1_03990,67.8,59,76.7,1.551,0.6,1.01,0.62,5.3e-01,1.0e+00,1,7306,32.7,42.3,80.9,0,98.6,99.2,0,176.9,75.8,0,71.6,136
SCA-6_Chr1v1_03992,YLS3,32.4,23,41.9,0.256,-2,1.23,-1.61,1.1e-01,1.0e+00,1,7307,5.3,54.7,20.8,32,25,0,22.6,0,20.4,199.9,0,8.7
SCA-6_Chr10v1_26541,R13L1,8.3,11.6,4.9,0.507,-1,1.93,-0.51,6.1e-01,1.0e+00,1,7308,0,10.3,2.4,0,38.1,19,9.5,0,0,0,14.6,5.5
SCA-6_Chr10v1_26544,R13L1,69.4,49.5,89.3,1.587,0.7,0.91,0.73,4.7e-01,1.0e+00,1,7309,115.8,56.7,44.1,1.8,0,78.8,76,56.7,62,129.7,178.4,33.2
SCA-6_Chr10v1_26545,R13L1,5.7,4.1,7.4,0.912,-0.1,2.13,-0.06,9.5e-01,1.0e+00,1,7310,17.7,2.1,4.8,0,0,0,14.3,0,22.8,0,0,7.1
SCA-6_Chr10v1_26548,KAO1,9.2,12,6.3,0.249,-2,2.02,-0.99,3.2e-01,1.0e+00,1,7311,8.8,24.8,30.4,0,0,8,0,0,31,0,0,7.1
SCA-6_Chr10v1_26550,BSK2,6,10.5,1.4,0.094,-3.4,2.17,-1.57,1.2e-01,1.0e+00,1,7312,6.2,7.2,12,0,25,12.4,0,0,0,0,0,8.7
SCA-6_Chr10v1_26551,PTR14,47.6,36.1,59.1,1.955,1,0.61,1.58,1.1e-01,1.0e+00,1,7313,29.2,34,60.1,39.1,31.6,22.6,78.4,83.3,30.2,0,94.7,68
SCA-6_Chr10v1_26552,NDUF3,4.8,4.3,5.3,0.474,-1.1,2.63,-0.41,6.8e-01,1.0e+00,1,7314,0,6.2,6.4,0,13.1,0,23.8,0,0,0,0,7.9
SCA-6_Chr10v1_26555,MSI1,52.9,92.4,13.5,0.17,-2.6,0.78,-3.27,1.1e-03,1.0e+00,1,7315,79.6,86.7,50.5,156.3,97.3,83.9,32.1,0,9,0,19.4,20.6
SCA-6_Chr10v1_26559,JHS1,10.9,8.5,13.2,1.816,0.9,1.8,0.48,6.3e-01,1.0e+00,1,7316,8.8,16.5,8.8,0,17.1,0,21.4,50.9,0,0,0,7.1
SCA-6_Chr10v1_26561,DCC1,18.2,29.4,7.1,0.247,-2,1.4,-1.44,1.5e-01,1.0e+00,1,7317,44.2,30.9,22.4,60.4,0,18.2,0,0,19.6,0,4.9,18.2
SCA-6_Chr10v1_26562,CER1,46.4,29.8,63,2.538,1.3,0.91,1.48,1.4e-01,1.0e+00,1,7318,6.2,24.8,72.1,0,43.4,32.1,96.2,115.6,66.9,0,9.7,89.3
SCA-6_Chr10v1_26563,RL18,7.8,7.9,7.6,0.663,-0.6,2.12,-0.28,7.8e-01,1.0e+00,1,7319,5.3,26.8,9.6,0,0,5.8,0,0,22.8,0,0,22.9
SCA-6_Chr10v1_26566,MAO1,73.7,69.3,78.1,1.148,0.2,0.64,0.31,7.6e-01,1.0e+00,1,7320,116.7,106.3,52.1,72.8,10.5,57.6,130.7,53.2,76.6,78.6,97.1,32.4
SCA-6_Chr10v1_26567,BZP23,24.8,26.5,23.1,1.08,0.1,1.22,0.09,9.3e-01,1.0e+00,1,7321,34.5,11.3,16.8,0,56.5,40.1,0,23.1,66.9,0,43.7,4.7
SCA-6_Chr10v1_26571,SCA-6_Chr10v1_26571,34.6,33.3,35.9,1.355,0.4,0.91,0.48,6.3e-01,1.0e+00,1,7322,40.7,35.1,77.7,0,22.4,24.1,38,57.8,11.4,0,54.6,53.7
SCA-6_Chr10v1_26572,GPDH2,9.2,16.7,1.7,0.066,-3.9,2.16,-1.81,7.0e-02,1.0e+00,1,7323,0,15.5,32.1,0,39.4,13.1,0,0,0,0,0,10.3
SCA-6_Chr10v1_26573,BH091,10,7.3,12.7,1.061,0.1,1.92,0.04,9.6e-01,1.0e+00,1,7324,19.4,15.5,0,1.8,0,7.3,0,70.5,4.9,0,0,0.8
SCA-6_Chr10v1_26574,CKX6,24.4,12,36.7,3.342,1.7,1.19,1.46,1.4e-01,1.0e+00,1,7325,5.3,22.7,15.2,0,28.9,0,25,118,25.3,0,40,11.9
SCA-6_Chr10v1_26581,R13L1,6.4,7.7,5.1,0.455,-1.1,2.06,-0.55,5.8e-01,1.0e+00,1,7326,23,5.2,12.8,0,0,5.1,0,0,0.8,0,1.2,28.5
SCA-6_Chr10v1_26588,ELD1,29,31.1,27,1.024,0,1.31,0.03,9.8e-01,1.0e+00,1,7327,40.7,0,50.5,46.2,25,24.1,0,53.2,46.5,0,0,62.4
SCA-6_Chr10v1_26591,MUS81,12.1,20.1,4.1,0.135,-2.9,1.92,-1.51,1.3e-01,1.0e+00,1,7328,9.7,48.5,35.3,0,0,27,21.4,0,0,0,0,3.2
SCA-6_Chr10v1_26594,SCL3,9.5,14.7,4.4,0.177,-2.5,1.71,-1.46,1.4e-01,1.0e+00,1,7329,16.8,8.3,12,0,48.6,2.2,0,0,9.8,0,0,16.6
SCA-6_Chr10v1_26595,DIR7,7.7,8.9,6.4,0.86,-0.2,2.09,-0.1,9.2e-01,1.0e+00,1,7330,11.5,3.1,4.8,0,34.2,0,0,2.3,0,0,0,36.4
SCA-6_Chr10v1_26597,YAE1,19.6,24.5,14.7,0.694,-0.5,1.21,-0.44,6.6e-01,1.0e+00,1,7331,11.5,22.7,28.8,35.5,30.2,18.2,0,0,27.7,0,25.5,34.8
SCA-6_Chr10v1_26599,SCA-6_Chr10v1_26599,46,71.8,20.2,0.303,-1.7,0.92,-1.88,6.1e-02,1.0e+00,1,7332,70.7,85.6,35.3,131.4,63.1,44.5,77.2,0,5.7,0,19.4,19
SCA-6_Chr10v1_26600,COX2,23.9,28.8,19,0.812,-0.3,0.85,-0.35,7.2e-01,1.0e+00,1,7333,25.6,7.2,14.4,62.2,36.8,26.3,22.6,32.4,6.5,0.4,20.6,31.6
SCA-6_Chr10v1_26601,SCA-6_Chr10v1_26601,3.1,6.2,0,0.031,-5,3.18,-1.57,1.2e-01,1.0e+00,1,7334,10.6,14.4,4.8,0,0,7.3,0,0,0,0,0,0
SCA-6_Chr10v1_26602,ABA2,49.3,37.3,61.2,1.632,0.7,0.95,0.74,4.6e-01,1.0e+00,1,7335,61.9,33,44.1,0,23.7,61.3,8.3,89,4.9,58.5,77.7,128.8
SCA-6_Chr10v1_26603,SCA-6_Chr10v1_26603,5.2,4.8,5.6,5.456,2.4,2.9,0.84,4.0e-01,1.0e+00,1,7336,0,0,8.8,0,19.7,0,0,25.4,0,0,0,7.9
SCA-6_Chr10v1_26604,IMP4,3.2,4.5,1.8,0.607,-0.7,3.16,-0.23,8.2e-01,1.0e+00,1,7337,8.8,0,18.4,0,0,0,0,0,0,0,0,11.1
SCA-6_Chr10v1_26607,AVT6C,27.5,20.6,34.4,1.786,0.8,1.53,0.55,5.8e-01,1.0e+00,1,7338,0,7.2,76.1,0,0,40.1,26.1,0,20.4,0,46.1,113.8
SCA-6_Chr10v1_26610,AVT6C,12.1,13,11.2,0.943,-0.1,1.43,-0.06,9.5e-01,1.0e+00,1,7339,15.9,15.5,9.6,0,27.6,9.5,42.8,15,0.8,0,0,8.7
SCA-6_Chr10v1_26612,SCA-6_Chr10v1_26612,7.6,6,9.2,1.742,0.8,1.74,0.46,6.4e-01,1.0e+00,1,7340,3.5,10.3,9.6,0,3.9,8.8,27.3,0,0,0,15.8,11.9
SCA-6_Chr10v1_26615,SAG20,22.8,28.9,16.7,0.671,-0.6,1.2,-0.48,6.3e-01,1.0e+00,1,7341,25.6,12.4,18.4,42.6,53.9,20.4,41.6,32.4,26.1,0,0,0
SCA-6_Chr10v1_26617,SCA-6_Chr10v1_26617,4.8,4.3,5.3,1.206,0.3,2.45,0.11,9.1e-01,1.0e+00,1,7342,4.4,12.4,8.8,0,0,0,0,0,26.1,0,4.9,0.8
SCA-6_Chr10v1_26618,SCA-6_Chr10v1_26618,31.7,31.4,32.1,1.181,0.2,1.28,0.19,8.5e-01,1.0e+00,1,7343,38,19.6,65.7,0,0,64.9,41.6,0,41.6,0,61.9,47.4
SCA-6_Chr10v1_26619,CAN1,17.9,17.4,18.5,1.654,0.7,1.26,0.57,5.7e-01,1.0e+00,1,7344,4.4,25.8,16,32,0,26.3,40.4,0,14.7,0,21.8,34
SCA-6_Chr10v1_26622,ERD15,64.1,39.5,88.6,1.658,0.7,1.03,0.71,4.8e-01,1.0e+00,1,7345,9.7,11.3,74.5,33.7,7.9,100,10.7,0,26.9,185.6,71.6,237.1
SCA-6_Chr10v1_26625,ALPL,6.3,5.5,7.1,0.599,-0.7,2.26,-0.33,7.4e-01,1.0e+00,1,7346,13.3,11.3,1.6,0,0,6.6,0,0,0,0,41.3,1.6
SCA-6_Chr10v1_26628,PR1B4,4.2,5.2,3.2,0.772,-0.4,2.56,-0.15,8.8e-01,1.0e+00,1,7347,7.1,0,1.6,0,22.4,0,0,0,8.2,0,0,11.1
SCA-6_Chr10v1_26629,IMK2,61,70,52,0.653,-0.6,0.78,-0.79,4.3e-01,1.0e+00,1,7348,125.5,50.5,93.7,48,39.4,62.7,121.2,0,97,0,35.2,58.5
SCA-6_Chr10v1_26631,LAC12,8.4,8.7,8.2,0.726,-0.5,2.08,-0.22,NA,NA,1,7349,21.2,2.1,22.4,0,0,6.6,0,0,0,0,2.4,46.6
SCA-6_Chr10v1_26634,CLSY2,70.4,105.1,35.7,0.419,-1.3,0.78,-1.61,1.1e-01,1.0e+00,1,7350,76,130,97,198.9,61.8,67.1,48.7,0,62.8,0,60.7,41.9
SCA-6_Chr10v1_26637,SCA-6_Chr10v1_26637,9.5,6.2,12.8,1.585,0.7,1.71,0.39,7.0e-01,1.0e+00,1,7351,5.3,11.3,15.2,0,0,5.1,0,22,0,25.9,8.5,20.6
SCA-6_Chr10v1_26639,SCA-6_Chr10v1_26639,4.4,4,4.8,0.447,-1.2,3,-0.39,7.0e-01,1.0e+00,1,7352,0,0,16.8,0,0,7.3,0,0,25.3,0,0,3.2
SCA-6_Chr10v1_26641,SCA-6_Chr10v1_26641,22.1,36.6,7.6,0.153,-2.7,1.29,-2.09,3.6e-02,1.0e+00,1,7353,15,42.3,10.4,78.2,68.4,5.1,0,1.2,29.4,0,0,15
SCA-6_Chr10v1_26643,ENAS1,29.1,24,34.2,1.747,0.8,0.99,0.81,4.2e-01,1.0e+00,1,7354,41.5,29.9,50.5,0,3.9,18.2,54.7,15,28.5,0,74,33.2
SCA-6_Chr10v1_26644,LRK91,27.2,23,31.4,1.532,0.6,1.09,0.56,5.7e-01,1.0e+00,1,7355,30.9,18.6,36.1,0,26.3,26.3,61.8,0,56.3,0,47.3,22.9
SCA-6_Chr10v1_26647,MINP1,36,27.9,44,1.892,0.9,0.77,1.19,2.3e-01,1.0e+00,1,7356,49.5,10.3,40.1,7.1,14.5,46,54.7,86.7,51.4,0,25.5,45.8
SCA-6_Chr10v1_26648,MCAC1,4.5,0,9.1,46.453,5.5,3.02,1.84,6.6e-02,1.0e+00,1,7357,0,0,0,0,0,0,0,24.3,10.6,0,19.4,0
SCA-6_Chr10v1_26649,PMTM,20.7,26.3,15.1,0.636,-0.7,1.42,-0.46,6.5e-01,1.0e+00,1,7358,24.8,32,12.8,0,59.2,29.2,8.3,0,0,0,60.7,21.3
SCA-6_Chr10v1_26651,SECG,6.4,7.5,5.3,0.973,0,2.03,-0.02,9.8e-01,1.0e+00,1,7359,0,10.3,10.4,21.3,0,2.9,0,0,9,0,4.9,18.2
SCA-6_Chr10v1_26653,GRCR1,12.9,19.2,6.5,0.244,-2,1.5,-1.35,1.8e-01,1.0e+00,1,7360,30.9,40.2,18.4,0,15.8,10.2,0,9.3,0,0,25.5,4
SCA-6_Chr10v1_26657,BUBR1,37,52.6,21.5,0.472,-1.1,0.71,-1.52,1.3e-01,1.0e+00,1,7361,55.7,48.5,33.7,95.9,59.2,22.6,32.1,27.8,32.6,0,7.3,29.2
SCA-6_Chr10v1_26658,SAM50,37.6,38.7,36.6,0.767,-0.4,0.73,-0.52,6.0e-01,1.0e+00,1,7362,33.6,74.3,23.2,55.1,26.3,19.7,11.9,59,4.9,72,35.2,36.4
SCA-6_Chr10v1_26661,PUB1,3.9,6.4,1.4,0.138,-2.9,2.78,-1.03,3.0e-01,1.0e+00,1,7363,8.8,12.4,10.4,0,0,6.6,0,0,0,0,0,8.7
SCA-6_Chr10v1_26662,LBD21,19.8,29.4,10.3,0.308,-1.7,1.24,-1.37,1.7e-01,1.0e+00,1,7364,15,6.2,32.1,49.7,43.4,29.9,0,0,4.1,0.4,6.1,51.4
SCA-6_Chr10v1_26663,ASIL2,58.3,49.8,66.8,0.875,-0.2,0.73,-0.27,7.9e-01,1.0e+00,1,7365,34.5,64,17.6,72.8,84.2,25.5,54.7,127.2,13,168.1,26.7,11.1
SCA-6_Chr10v1_26664,PP283,12.2,10.8,13.6,1.484,0.6,1.37,0.42,6.8e-01,1.0e+00,1,7366,18.6,12.4,6.4,0,14.5,13.1,0,25.4,14.7,0,3.6,37.9
SCA-6_Chr10v1_26665,HHT1,14.6,17,12.1,0.289,-1.8,1.82,-0.98,3.3e-01,1.0e+00,1,7367,9.7,25.8,53.7,0,0,13.1,0,0,45.7,0,0,26.9
SCA-6_Chr10v1_26671,ALG11,56.4,64.7,48.2,0.775,-0.4,0.82,-0.45,6.5e-01,1.0e+00,1,7368,92.8,27.9,44.1,94.1,78.9,50.3,34.5,0,69.3,28.9,81.3,75.1
SCA-6_Chr10v1_26677,APC1,25.5,32.5,18.5,0.433,-1.2,1.3,-0.93,3.5e-01,1.0e+00,1,7369,45.1,26.8,50.5,67.5,0,5.1,0,0,19.6,41.3,32.8,17.4
SCA-6_Chr10v1_26678,TBL30,5.1,10.2,0,0.018,-5.8,2.72,-2.12,3.4e-02,1.0e+00,1,7370,22.1,25.8,11.2,0,0,2.2,0,0,0,0,0,0
SCA-6_Chr10v1_26680,G2OX1,20,25.6,14.4,0.543,-0.9,1.11,-0.79,4.3e-01,1.0e+00,1,7371,49.5,19.6,52.9,0,18.4,13.1,21.4,0,27.7,0,9.7,27.7
SCA-6_Chr10v1_26683,PAI1,12.2,5.1,19.4,4.63,2.2,1.57,1.41,1.6e-01,1.0e+00,1,7372,1.8,5.2,12,0,6.6,5.1,0,48.6,45.7,0,0,22.1
SCA-6_Chr10v1_26688,CTDS1,29.8,32.5,27.2,0.997,0,1.11,0,1.0e+00,1.0e+00,1,7373,22.1,41.3,27.2,8.9,55.2,40.1,61.8,0,0.8,0,64.3,36.4
SCA-6_Chr10v1_26689,ACCR3,8.9,10.1,7.6,1.007,0,1.69,0.01,1.0e+00,1.0e+00,1,7374,5.3,12.4,18.4,0,22.4,2.2,0,0,17.1,0,23.1,5.5
SCA-6_Chr10v1_26696,CP21B,5.7,5.6,5.8,1.272,0.3,2.55,0.14,8.9e-01,1.0e+00,1,7375,0,10.3,23.2,0,0,0,0,0,4.1,0,19.4,11.1
SCA-6_Chr10v1_26697,ELF4,28.1,15.8,40.3,3.072,1.6,1.14,1.41,1.6e-01,1.0e+00,1,7376,19.4,4.1,24,0,18.4,29.2,0,57.8,43.2,0,38.8,102
SCA-6_Chr10v1_26698,PSF3,27.9,18.3,37.5,1.104,0.1,1.18,0.12,9.0e-01,1.0e+00,1,7377,0,9.3,11.2,56.8,21,11.7,26.1,0,62,97.6,6.1,33.2
SCA-6_Chr10v1_26700,CPR49,21.4,21.2,21.6,1.179,0.2,1.29,0.18,8.5e-01,1.0e+00,1,7378,4.4,16.5,5.6,0,71,29.9,0,20.8,18.8,0,18.2,71.9
SCA-6_Chr10v1_26702,ELP4,3.3,5.7,0.9,0.126,-3,3.14,-0.95,3.4e-01,1.0e+00,1,7379,0,12.4,12,0,0,9.5,0,0,0,0,0,5.5
SCA-6_Chr10v1_26704,FERON,9.3,10.2,8.4,0.882,-0.2,1.66,-0.11,9.1e-01,1.0e+00,1,7380,12.4,20.6,9.6,0,5.3,13.1,34.5,0,0,0,9.7,6.3
SCA-6_Chr10v1_26705,FERON,25.5,25.9,25.1,1.159,0.2,1.33,0.16,8.7e-01,1.0e+00,1,7381,61,17.5,35.3,0,13.1,28.5,0,0,48.1,0,44.9,57.7
SCA-6_Chr10v1_26706,FERON,14.8,19.3,10.3,0.733,-0.4,1.19,-0.38,7.1e-01,1.0e+00,1,7382,5.3,11.3,18.4,53.3,10.5,16.8,0,11.6,34.2,0,7.3,8.7
SCA-6_Chr10v1_26710,SCA-6_Chr10v1_26710,11.8,10.9,12.8,1.229,0.3,1.56,0.19,8.5e-01,1.0e+00,1,7383,19.4,7.2,4,0,17.1,17.5,26.1,0,0,0,15.8,34.8
SCA-6_Chr10v1_26711,NUP88,44.1,35.9,52.2,0.696,-0.5,0.93,-0.56,5.7e-01,1.0e+00,1,7384,44.2,11.3,16,92.4,27.6,24.1,74.9,0,63.6,133.7,10.9,30
SCA-6_Chr10v1_26716,ATE1,67.5,64.7,70.4,1.273,0.3,0.8,0.44,6.6e-01,1.0e+00,1,7385,114.9,46.4,108.2,0,36.8,81.7,23.8,62.4,96.2,23,123.8,93.3
SCA-6_Chr10v1_26722,Y3264,22.9,23.1,22.7,1.376,0.5,1,0.46,6.5e-01,1.0e+00,1,7386,23,29.9,4.8,53.3,6.6,21.2,44,70.5,8.2,0,12.1,1.6
SCA-6_Chr10v1_26733,SYP31,26.3,31.2,21.4,0.679,-0.6,0.96,-0.58,5.6e-01,1.0e+00,1,7387,22.1,40.2,33.7,32,17.1,42.3,51.1,0,42.4,0,14.6,20.6
SCA-6_Chr10v1_26739,TCS1,3.6,4.5,2.8,0.303,-1.7,2.39,-0.72,4.7e-01,1.0e+00,1,7388,8.8,10.3,7.2,0,0,0.7,1.2,0,9,0,0,6.3
SCA-6_Chr10v1_26766,TCS1,7.3,3.9,10.6,1.892,0.9,2.37,0.39,7.0e-01,1.0e+00,1,7389,0,0,0,0,23.7,0,32.1,0,18.8,0,0,12.6
SCA-6_Chr10v1_26779,7DLGT,49,17.1,81,4.803,2.3,1.02,2.22,2.7e-02,1.0e+00,1,7390,8.8,4.1,35.3,0,35.5,19,0,113.3,84.8,120.2,60.7,106.7
SCA-6_Chr10v1_26789,RP8L2,5.9,8.5,3.3,0.194,-2.4,2.02,-1.17,2.4e-01,1.0e+00,1,7391,8.8,6.2,17.6,0,5.3,13.1,14.3,0,0,0,0,5.5
SCA-6_Chr10v1_26793,PSD7A,15,21.2,8.8,0.182,-2.5,1.6,-1.54,1.2e-01,1.0e+00,1,7392,9.7,0,20.8,21.3,69.7,5.8,0,0,26.9,0,0,26.1
SCA-6_Chr10v1_26794,Y3028,18.7,21.5,15.8,1.294,0.4,1.26,0.29,7.7e-01,1.0e+00,1,7393,4.4,13.4,20,0,90.7,0.7,26.1,40.5,9.8,0,3.6,15
SCA-6_Chr10v1_26795,Y3028,4.3,3.6,5,0.665,-0.6,2.45,-0.24,8.1e-01,1.0e+00,1,7394,4.4,10.3,0,0,6.6,0,13.1,0,6.5,0,0,10.3
SCA-6_Chr10v1_26800,SCA-6_Chr10v1_26800,13.5,11.2,15.8,1.596,0.7,1.69,0.4,6.9e-01,1.0e+00,1,7395,22.1,14.4,16,0,0,14.6,0,27.8,8.2,0,0,58.5
SCA-6_Chr10v1_26801,COI1,21.4,12.2,30.6,1.899,0.9,1.42,0.65,5.1e-01,1.0e+00,1,7396,24.8,25.8,13.6,0,0,8.8,120,0,48.1,0,12.1,3.2
SCA-6_Chr10v1_26804,DIV,50.9,60.1,41.7,0.897,-0.2,0.75,-0.21,8.3e-01,1.0e+00,1,7397,41.5,7.2,52.1,183,35.5,41.6,48.7,93.7,41.6,0,31.6,34.8
SCA-6_Chr10v1_26813,SCA-6_Chr10v1_26813,14.3,18,10.5,0.705,-0.5,1.65,-0.31,7.6e-01,1.0e+00,1,7398,24.8,33,26.4,0,0,24.1,0,0,26.1,0,26.7,10.3
SCA-6_Chr10v1_26814,PT311,35.3,36.1,34.5,0.357,-1.5,1.13,-1.31,1.9e-01,1.0e+00,1,7399,35.4,11.3,112.2,0,36.8,21.2,1.2,1.2,43.2,47.9,0,113.8
SCA-6_Chr10v1_26817,RP8HA,7.7,10.6,4.8,0.527,-0.9,2.62,-0.35,7.2e-01,1.0e+00,1,7400,0,37.1,26.4,0,0,0,10.7,0,0,0,18.2,0
SCA-6_Chr10v1_26819,PROT1,29.4,46.4,12.5,0.319,-1.6,0.98,-1.68,9.3e-02,1.0e+00,1,7401,26.5,43.3,44.1,113.7,31.6,19,4.8,0,24.5,0,15.8,30
SCA-6_Chr10v1_26821,LRKS4,27.5,30.2,24.9,0.919,-0.1,1.18,-0.1,9.2e-01,1.0e+00,1,7402,7.1,19.6,70.5,0,39.4,44.5,0,24.3,37.5,0,13.3,74.3
SCA-6_Chr10v1_26822,SCA-6_Chr10v1_26822,13.6,15.4,11.9,0.9,-0.2,1.37,-0.11,9.1e-01,1.0e+00,1,7403,0,9.3,5.6,35.5,23.7,18.2,34.5,0,17.1,0,10.9,8.7
SCA-6_Chr10v1_26823,MYB1,25.6,29,22.2,0.915,-0.1,1.06,-0.12,9.0e-01,1.0e+00,1,7404,5.3,5.2,36.9,65.7,30.2,30.6,35.6,0,33.4,0,37.6,26.9
SCA-6_Chr10v1_26825,HSP12,24.6,33.4,15.8,0.468,-1.1,1.15,-0.95,3.4e-01,1.0e+00,1,7405,37.1,20.6,16.8,94.1,25,6.6,64.2,0,17.1,0,10.9,2.4
SCA-6_Chr10v1_26826,UGT8,5.5,8.8,2.3,0.338,-1.6,1.9,-0.82,4.1e-01,1.0e+00,1,7406,1.8,0,7.2,24.9,9.2,9.5,0,0,2.4,0,3.6,7.9
SCA-6_Chr10v1_26828,SCA-6_Chr10v1_26828,71.5,88.2,54.8,0.701,-0.5,0.63,-0.81,4.2e-01,1.0e+00,1,7407,68.9,131,156.2,14.2,74.9,83.9,47.5,39.3,62,0,53.4,126.5
SCA-6_Chr10v1_26829,GCC1,56.2,59.9,52.5,1.051,0.1,0.69,0.1,9.2e-01,1.0e+00,1,7408,59.2,26.8,80.9,12.4,105.2,75.1,41.6,18.5,48.1,0,84.9,121.7
SCA-6_Chr10v1_26830,ROGF5,55.2,43.7,66.7,1.824,0.9,0.95,0.91,3.6e-01,1.0e+00,1,7409,28.3,93.9,67.3,0,7.9,64.9,9.5,114.5,160.6,14.6,19.4,81.4
SCA-6_Chr10v1_26840,CUCM1,9.4,11,7.7,3.415,1.8,2.33,0.76,NA,NA,1,7410,0,0,2.4,63.9,0,0,20.2,0,20.4,0,0,5.5
SCA-6_Chr10v1_26843,BLH9,9,5.9,12.1,1.144,0.2,1.84,0.11,9.2e-01,1.0e+00,1,7411,10.6,13.4,3.2,0,0,8,53.5,0,10.6,0,0,8.7
SCA-6_Chr10v1_26844,MCFB,31.8,33.9,29.8,0.955,-0.1,0.84,-0.08,9.4e-01,1.0e+00,1,7412,51.3,4.1,51.3,33.7,13.1,49.6,17.8,26.6,43.2,0,15.8,75.1
SCA-6_Chr10v1_26845,DAR2,28.2,38,18.5,0.628,-0.7,0.99,-0.68,5.0e-01,1.0e+00,1,7413,50.4,17.5,21.6,92.4,11.8,34.3,15.4,45.1,18.8,0,0,31.6
SCA-6_Chr10v1_26847,NEDD1,7.9,10.2,5.6,0.288,-1.8,2.11,-0.85,3.9e-01,1.0e+00,1,7414,21.2,8.3,7.2,0,0,24.8,20.2,0,0,0,0,13.4
SCA-6_Chr10v1_26850,DRL4,17,20.6,13.3,0.74,-0.4,1.23,-0.35,7.2e-01,1.0e+00,1,7415,27.4,11.3,25.6,53.3,3.9,2.2,10.7,50.9,9.8,0,0,8.7
SCA-6_Chr10v1_26861,RP8HA,4.4,5,3.9,1.814,0.9,2.72,0.32,7.5e-01,1.0e+00,1,7416,0,18.6,2.4,0,0,8.8,0,0,10.6,0,0,12.6
SCA-6_Chr10v1_26862,FPGS1,41.5,51.8,31.2,0.679,-0.6,0.82,-0.68,5.0e-01,1.0e+00,1,7417,38.9,50.5,49.7,71.1,60.5,40.1,58.2,1.2,70.1,0,46.1,11.9
SCA-6_Chr10v1_26864,YIPF1,17.3,3.9,30.7,12.644,3.7,1.44,2.53,1.1e-02,1.0e+00,1,7418,0,1,20.8,0,0,1.5,38,67.1,27.7,0,2.4,49
SCA-6_Chr10v1_26879,SCL14,35.1,38.5,31.8,0.991,0,0.87,-0.01,9.9e-01,1.0e+00,1,7419,33.6,57.8,25.6,1.8,82.8,29.2,68.9,50.9,9,0,25.5,36.4
SCA-6_Chr10v1_26881,FZR3,9.6,6.3,13,2.187,1.1,1.58,0.72,4.7e-01,1.0e+00,1,7420,14.1,2.1,12,0,0,9.5,29.7,0,20.4,0,15.8,11.9
SCA-6_Chr10v1_26886,SDIR1,70.6,54.1,87.2,1.603,0.7,0.66,1.03,3.0e-01,1.0e+00,1,7421,37.1,45.4,72.9,35.5,18.4,115.3,22.6,45.1,93.8,104.9,105.6,151
SCA-6_Chr10v1_26887,PCS1L,4.3,3.2,5.4,1.426,0.5,2.52,0.2,8.4e-01,1.0e+00,1,7422,0,0,3.2,0,15.8,0,13.1,0,9,0,0,10.3
SCA-6_Chr10v1_26888,RHC2A,46.8,61.2,32.4,0.635,-0.7,0.67,-0.98,3.3e-01,1.0e+00,1,7423,38,52.6,71.3,58.6,105.2,41.6,45.2,20.8,11.4,0,59.5,57.7
SCA-6_Chr10v1_26889,GPAT5,32.8,25,40.6,2.676,1.4,1.03,1.38,1.7e-01,1.0e+00,1,7424,4.4,25.8,15.2,46.2,1.3,56.9,58.2,0,26.9,41.3,68,49
SCA-6_Chr10v1_26896,TLPH,9,16.7,1.3,0.063,-4,2.18,-1.82,6.8e-02,1.0e+00,1,7425,0,5.2,8.8,0,72.3,13.9,0,0,0,0,0,7.9
SCA-6_Chr10v1_26897,SCA-6_Chr10v1_26897,57.8,55.5,60,1.209,0.3,0.77,0.36,7.2e-01,1.0e+00,1,7426,61,62.9,60.9,117.2,9.2,21.9,5.9,150.3,75,0,99.5,29.2
