name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr2v1_07242,14312,83.7,121.5,46,0.559,-0.8,0.77,-1.09,2.8e-01,1.0e+00,0.7425,1643,101.7,207.4,23.2,307.3,55.2,34.3,130.7,48.6,54.6,0,34,7.9
SCA-6_Chr3v1_09364,TL17,78.9,59.2,98.7,1.531,0.6,0.56,1.09,2.8e-01,1.0e+00,0.7425,1644,51.3,86.7,52.1,37.3,67.1,60.6,65.4,126.1,19.6,129,143.2,109.1
SCA-6_Chr3v1_09392,6PGL4,935.5,835.7,1035.3,1.284,0.4,0.33,1.09,2.8e-01,1.0e+00,0.7425,1645,876.9,533.3,1066.5,973.4,599.6,964.5,549,1084.7,1034.7,861.6,1262,1419.6
SCA-6_Chr3v1_10283,KELP,76.2,90.4,62,0.574,-0.8,0.73,-1.09,2.7e-01,1.0e+00,0.7425,1645,69.8,36.1,79.3,229.1,25,102.9,2.4,72.9,42.4,141.4,35.2,77.5
SCA-6_Chr5v1_14154,PP222,120.5,80.3,160.7,1.423,0.5,0.47,1.09,2.8e-01,1.0e+00,0.7425,1646,71.6,111.4,102.6,37.3,53.9,105.1,67.7,172.3,123.9,391.7,127.4,81.4
SCA-6_Chr5v1_16157,LTL1,798.2,621.8,974.6,1.407,0.5,0.45,1.09,2.8e-01,1.0e+00,0.7425,1647,761.1,423,773.2,246.9,581.2,945.5,250.7,992.2,764.8,1412.9,649.2,1777.7
SCA-6_Chr5v1_16375,RS242,3388.5,4066.1,2710.8,0.74,-0.4,0.4,-1.09,2.8e-01,1.0e+00,0.7425,1648,3130.1,5895.7,2645.8,6680.5,4005.1,2039.2,5886.4,2750,2585.6,1404.9,1749.8,1888.4
SCA-6_Chr5v1_16686,PSB4,125.6,85.3,165.9,1.869,0.9,0.83,1.09,2.8e-01,1.0e+00,0.7425,1648,92.8,37.1,187.5,106.6,17.1,70.8,0,220.9,151.7,195.8,101.9,324.9
SCA-6_Chr7v1_19830,MLO11,162.2,140.7,183.8,1.387,0.5,0.43,1.09,2.7e-01,1.0e+00,0.7425,1649,206.8,109.4,118.6,67.5,231.4,110.2,204.4,255.6,154.1,153.5,189.3,146.2
SCA-6_Chr7v1_20024,HAP28,2014.6,2406.4,1622.8,0.761,-0.4,0.36,-1.09,2.8e-01,1.0e+00,0.7425,1650,1643.3,4157.4,1580.9,2387.3,2878.2,1791.1,2618.8,2434.3,1427.7,877.6,1590.9,787.3
SCA-6_Chr8v1_21607,APT1,219.2,185.1,253.3,1.498,0.6,0.54,1.09,2.8e-01,1.0e+00,0.7425,1650,114.9,115.5,290.9,117.2,106.5,365.5,191.3,335.4,277.2,84.4,76.4,554.9
SCA-6_Chr9v1_22620,STY13,1187.5,1081.9,1293.2,1.237,0.3,0.28,1.09,2.8e-01,1.0e+00,0.7425,1651,1125.3,1412.3,860.6,1174.1,915.1,1003.9,1683.7,1245.5,1375.6,1198.1,1445.2,811
SCA-6_Chr9v1_24019,TRX1,358.3,432.3,284.4,0.786,-0.3,0.32,-1.09,2.8e-01,1.0e+00,0.7425,1652,568.4,424,335.7,376.6,422.1,466.9,446.8,306.5,346.5,0.4,368.9,237.1
SCA-6_Chr9v1_24948,SCA-6_Chr9v1_24948,598.5,765.2,431.7,0.675,-0.6,0.52,-1.09,2.8e-01,1.0e+00,0.7425,1653,726.6,1228.7,398.2,1126.2,794.2,317.4,957.7,767.9,374.3,98.7,314.3,77.5
SCA-6_Chr8v1_20942,SPZX,338.4,269.1,407.7,1.338,0.4,0.39,1.09,2.8e-01,1.0e+00,0.7432,1655,313.8,228,295.7,142.1,207.7,427.5,221,392,458.2,623.7,270.6,480.6
SCA-6_Chr1v1_00616,YAM3,79.5,58.1,100.9,1.611,0.7,0.64,1.08,2.8e-01,1.0e+00,0.7449,1660,24.8,28.9,80.9,44.4,98.6,70.8,22.6,47.4,97.8,139.2,154.1,144.6
SCA-6_Chr1v1_01734,RS272,148,90.3,205.7,1.604,0.7,0.63,1.08,2.8e-01,1.0e+00,0.7449,1660,27.4,62.9,203.5,48,126.2,73.7,32.1,119.1,173.7,406.3,43.7,459.2
SCA-6_Chr1v1_01817,IF1A,304.8,378.4,231.2,0.712,-0.5,0.45,-1.08,2.8e-01,1.0e+00,0.7449,1661,131.7,519.9,133.8,914.8,366.8,203.6,236.5,328.4,167.2,218.9,321.6,114.6
SCA-6_Chr1v1_02174,VA726,85.5,54.9,116.1,1.935,1,0.88,1.08,2.8e-01,1.0e+00,0.7449,1662,55.7,62.9,101.8,0,69.7,39.4,1.2,100.6,89.7,187.8,125,192.1
SCA-6_Chr1v1_02387,MUR3,135.4,90.4,180.5,1.467,0.6,0.51,1.08,2.8e-01,1.0e+00,0.7449,1663,111.4,89.8,147.4,24.9,44.7,124,147.3,76.3,141.1,367.2,114.1,237.1
SCA-6_Chr1v1_03018,RH24,111.1,141.9,80.2,0.589,-0.8,0.71,-1.08,2.8e-01,1.0e+00,0.7449,1663,187.4,144.4,125,104.8,185.4,104.3,161.6,0,119,0,97.1,103.5
SCA-6_Chr1v1_03042,DEAH2,144.5,102.7,186.4,1.372,0.5,0.42,1.08,2.8e-01,1.0e+00,0.7449,1664,147.6,108.3,123.4,71.1,57.9,108,115.3,112.2,144.3,411,200.2,135.2
SCA-6_Chr1v1_03184,CUT1B,1109.3,1345.7,872.9,0.74,-0.4,0.4,-1.08,2.8e-01,1.0e+00,0.7449,1665,1219,1432.9,1138.6,2108.4,1171.5,1003.9,2117.4,469.5,729.8,243.7,1114,562.8
SCA-6_Chr1v1_03518,SL11,121.7,156.3,87,0.662,-0.6,0.55,-1.08,2.8e-01,1.0e+00,0.7449,1666,220.1,225.9,160.3,131.4,101.2,99.2,142.6,62.4,79.1,0,208.7,29.2
SCA-6_Chr10v1_27361,NAC78,122.6,96,149.3,1.534,0.6,0.57,1.08,2.8e-01,1.0e+00,0.7449,1666,100.8,120.7,135.4,95.9,23.7,99.2,103.4,39.3,158.2,130.8,169.9,294
SCA-6_Chr10v1_27963,SCA-6_Chr10v1_27963,930.7,765.4,1096,1.39,0.5,0.44,1.08,2.8e-01,1.0e+00,0.7449,1667,620.5,437.4,1237.1,461.8,612.7,1222.8,297.1,1459.4,923,1254,965.9,1676.5
SCA-6_Chr2v1_04639,SSRA,142,114.3,169.8,1.521,0.6,0.56,1.08,2.8e-01,1.0e+00,0.7449,1668,94.6,125.9,173.9,10.7,107.8,172.9,289.9,126.1,161.4,71.2,114.1,256.1
SCA-6_Chr2v1_04786,AS1,447.7,438.6,456.9,1.249,0.3,0.3,1.08,2.8e-01,1.0e+00,0.7449,1669,422.5,615.9,414.3,371.2,420.8,386.7,606,542.4,664.5,0,474.5,453.7
SCA-6_Chr2v1_06885,MP702,1739.2,2057,1421.4,0.776,-0.4,0.34,-1.08,2.8e-01,1.0e+00,0.7449,1669,2183.4,2521.3,1564.1,2408.6,2126.1,1538.7,2811.3,1560,1439.2,549.5,1397.9,770.7
SCA-6_Chr3v1_07780,SCA-6_Chr3v1_07780,290.8,357.2,224.5,0.654,-0.6,0.57,-1.08,2.8e-01,1.0e+00,0.7449,1670,188.3,296.1,137.8,1145.7,298.5,76.6,260.2,268.3,122.3,301.8,339.8,54.5
SCA-6_Chr3v1_08510,SPPA1,80.1,103.2,56.9,0.644,-0.6,0.59,-1.08,2.8e-01,1.0e+00,0.7449,1671,128.2,72.2,97.8,37.3,153.8,129.9,32.1,61.3,57.9,0,144.4,45.8
SCA-6_Chr3v1_09255,PKP2,166.4,96.3,236.6,1.502,0.6,0.54,1.08,2.8e-01,1.0e+00,0.7449,1672,94.6,37.1,155.4,56.8,97.3,136.4,364.8,24.3,143.5,471,99.5,316.2
SCA-6_Chr3v1_10165,SCA-6_Chr3v1_10165,210,175.5,244.4,1.359,0.4,0.41,1.08,2.8e-01,1.0e+00,0.7449,1672,259.9,65,218.7,147.4,185.4,176.6,225.8,247.5,384,264.9,178.4,166
SCA-6_Chr4v1_12124,SCA-6_Chr4v1_12124,172,215.5,128.4,0.726,-0.5,0.43,-1.08,2.8e-01,1.0e+00,0.7449,1673,273.1,224.9,125.8,271.8,189.3,207.9,211.5,122.6,89.7,0,248.8,98
SCA-6_Chr5v1_14678,HHT1,341.5,224.4,458.6,1.52,0.6,0.56,1.08,2.8e-01,1.0e+00,0.7449,1674,232.5,109.4,261.2,99.5,318.2,325.4,111.7,64.8,437.9,682.9,285.2,1169.1
SCA-6_Chr5v1_14858,BTF3,340.6,272.2,409.1,1.344,0.4,0.4,1.08,2.8e-01,1.0e+00,0.7449,1675,320,217.7,405.4,95.9,330,264.1,217.4,333.1,513.7,535.6,202.6,652.1
SCA-6_Chr6v1_17513,CSE,315.5,238.3,392.7,1.54,0.6,0.58,1.08,2.8e-01,1.0e+00,0.7449,1675,300.5,217.7,370.2,85.3,210.4,245.9,21.4,445.2,472.9,510.8,236.6,669.5
SCA-6_Chr6v1_17688,FTSI2,1090.2,997,1183.3,1.377,0.5,0.43,1.08,2.8e-01,1.0e+00,0.7449,1676,1352.5,849,710.7,1666.1,640.3,763.1,2349.1,1800.6,1254.1,353.3,963.5,379.4
SCA-6_Chr6v1_17770,CACLC,138.9,174.2,103.6,0.591,-0.8,0.7,-1.08,2.8e-01,1.0e+00,0.7449,1677,248.4,164,111.4,190.1,128.9,202.1,287.5,1.2,152.5,0,93.4,86.9
SCA-6_Chr6v1_18076,RHD32,1049.7,1306.9,792.6,0.704,-0.5,0.47,-1.09,2.8e-01,1.0e+00,0.7449,1678,1015.7,1165.7,419.9,2701.7,1575.2,963,1532.8,734.3,656.4,417.6,1179.5,234.8
SCA-6_Chr6v1_18189,CYBP,272,202.6,341.5,1.426,0.5,0.47,1.08,2.8e-01,1.0e+00,0.7449,1678,158.2,213.5,375.8,74.6,119.7,273.6,126,355,343.3,590.1,212.4,422.1
SCA-6_Chr8v1_21073,SCA-6_Chr8v1_21073,93.2,57.6,128.8,1.616,0.7,0.64,1.08,2.8e-01,1.0e+00,0.7449,1679,47.7,30.9,115.4,60.4,30.2,61.3,15.4,175.8,106,306.6,42.5,126.5
SCA-6_Chr8v1_22160,WTR7,137.7,83.2,192.2,1.436,0.5,0.48,1.08,2.8e-01,1.0e+00,0.7449,1680,128.2,68.1,123.4,24.9,53.9,100.7,84.4,131.8,141.9,556.8,127.4,110.7
SCA-6_Chr9v1_23213,PSBX,349.4,297.3,401.5,1.419,0.5,0.47,1.08,2.8e-01,1.0e+00,0.7449,1681,241.3,122.8,408.6,115.5,289.3,606.3,265,323.8,532.4,227.3,377.4,682.9
SCA-6_Chr9v1_23697,OFP8,179.8,230.5,129.1,0.667,-0.6,0.54,-1.08,2.8e-01,1.0e+00,0.7449,1681,299.7,335.3,111.4,172.3,264.3,199.9,300.6,151.5,165.5,0,129.8,26.9
SCA-6_Chr9v1_23912,SCA-6_Chr9v1_23912,149.8,189.6,110,0.686,-0.5,0.5,-1.08,2.8e-01,1.0e+00,0.7449,1682,177.7,163,140.2,277.1,230.1,149.6,196.1,30.1,106,0,189.3,138.3
SCA-6_Chr9v1_26150,PUB13,178,117.4,238.5,1.375,0.5,0.42,1.08,2.8e-01,1.0e+00,0.7449,1683,127.3,101.1,105,122.6,90.7,157.6,196.1,57.8,180.2,605.4,191.7,200
SCA-6_Chr1v1_00587,CBSX1,247,177.8,316.2,1.299,0.4,0.35,1.07,2.8e-01,1.0e+00,0.7459,1686,127.3,179.5,220.3,165.2,173.6,200.6,156.8,188.5,321.3,734,228.1,268.7
SCA-6_Chr1v1_02094,GCH1,155.8,199.9,111.6,0.677,-0.6,0.53,-1.07,2.8e-01,1.0e+00,0.7459,1687,298.8,278.5,171.5,262.9,97.3,90.5,231.7,126.1,101.1,0,165,45.8
SCA-6_Chr1v1_03102,RF1,110.2,104.4,116,1.52,0.6,0.56,1.07,2.8e-01,1.0e+00,0.7459,1687,107,109.4,26.4,271.8,42.1,70,161.6,157.3,73.4,0,241.5,62.4
SCA-6_Chr1v1_03893,CTLHB,668.2,773,563.3,0.795,-0.3,0.31,-1.07,2.8e-01,1.0e+00,0.7459,1688,583.4,980,398.2,1294.9,748.2,633.3,571.5,766.7,393.8,474.6,740.2,433.2
SCA-6_Chr2v1_05991,MA658,159.5,175.4,143.7,0.718,-0.5,0.44,-1.07,2.8e-01,1.0e+00,0.7459,1689,127.3,184.7,125.8,259.3,197.2,158.3,204.4,97.1,79.1,250.6,167.5,63.2
SCA-6_Chr2v1_06796,MPK17,153.8,121,186.6,1.455,0.5,0.51,1.07,2.8e-01,1.0e+00,0.7459,1690,133.5,90.8,185.9,95.9,71,148.8,90.3,64.8,164.7,229.5,275.5,294.8
SCA-6_Chr2v1_07524,CHUP1,164.8,187.2,142.4,0.67,-0.6,0.54,-1.07,2.8e-01,1.0e+00,0.7459,1690,134.4,146.5,157,403.2,168.3,113.8,103.4,32.4,141.9,251.7,258.5,66.4
SCA-6_Chr3v1_07815,HDA15,573.8,521.1,626.5,1.24,0.3,0.29,1.07,2.8e-01,1.0e+00,0.7459,1691,685.1,457,572.1,335.7,458.9,618,688,602.5,605,505.7,705,652.9
SCA-6_Chr3v1_08928,SMC22,237.6,284.1,191,0.703,-0.5,0.47,-1.07,2.8e-01,1.0e+00,0.7459,1692,303.2,302.3,281.2,227.4,281.4,309.3,508.6,209.3,180.2,53,51,143.9
SCA-6_Chr3v1_10070,TBB9,115.4,137.1,93.6,0.702,-0.5,0.47,-1.07,2.8e-01,1.0e+00,0.7459,1692,159.1,187.8,170.7,94.1,114.4,96.3,127.1,52,117.4,0,53.4,211.8
SCA-6_Chr3v1_10305,BIP8,924.3,831.6,1017,1.262,0.3,0.31,1.07,2.8e-01,1.0e+00,0.7459,1693,1121.8,905.8,867,822.4,640.3,632.5,1853.6,739,1096.7,327.4,633.4,1452
SCA-6_Chr5v1_14655,WDL4,218.2,270,166.4,0.754,-0.4,0.38,-1.07,2.8e-01,1.0e+00,0.7459,1694,250.2,400.3,178.7,337.5,222.2,231.3,254.3,166.5,178.6,0,146.8,252.1
SCA-6_Chr5v1_15703,ORC3,110.1,138.2,82,0.616,-0.7,0.65,-1.07,2.8e-01,1.0e+00,0.7459,1695,124.6,153.7,52.1,204.3,207.7,86.8,265,61.3,113.3,0,25.5,26.9
SCA-6_Chr7v1_19101,WIP1,157.8,206.3,109.2,0.712,-0.5,0.46,-1.07,2.8e-01,1.0e+00,0.7459,1695,147.6,186.7,149.8,451.2,99.9,202.8,173.5,157.3,112.5,0,86.2,125.7
SCA-6_Chr7v1_19372,ERF82,280.5,218.2,342.8,1.478,0.6,0.52,1.08,2.8e-01,1.0e+00,0.7459,1696,356.2,139.3,365.4,83.5,81.5,283.1,80.8,323.8,370.2,453.4,354.3,474.3
SCA-6_Chr8v1_21709,SCA-6_Chr8v1_21709,271.7,222.9,320.5,1.329,0.4,0.38,1.07,2.8e-01,1.0e+00,0.7459,1697,206,268.2,284.4,161.6,306.4,110.9,293.5,423.3,238.9,446.9,218.4,301.9
SCA-6_Chr8v1_21790,ERGI3,190.7,161.3,220.1,1.312,0.4,0.36,1.07,2.8e-01,1.0e+00,0.7459,1698,170.6,164,228.4,165.2,124.9,114.5,301.8,163.1,185.1,239.3,213.6,217.4
SCA-6_Chr9v1_26531,SCA-6_Chr9v1_26531,90.1,44.2,136,1.914,0.9,0.87,1.07,2.8e-01,1.0e+00,0.7459,1698,49.5,10.3,92.1,39.1,13.1,61.3,0,85.6,33.4,389.1,78.9,229.2
SCA-6_Chr2v1_04833,SCA-6_Chr2v1_04833,421.7,478.5,364.9,0.737,-0.4,0.41,-1.07,2.8e-01,1.0e+00,0.7461,1700,393.4,568.4,363.8,577.3,619.3,348.7,701,337.7,347.4,402.6,262.1,138.3
SCA-6_Chr3v1_08471,GAUTB,96.3,126.6,65.9,0.637,-0.7,0.61,-1.07,2.8e-01,1.0e+00,0.7461,1700,137,136.2,73.7,202.5,123.6,86.8,77.2,9.3,79.9,0,142,86.9
SCA-6_Chr7v1_19971,SCA-6_Chr7v1_19971,601.4,727.8,475,0.759,-0.4,0.37,-1.07,2.8e-01,1.0e+00,0.7461,1701,790.3,930.5,454.3,973.4,820.5,397.6,722.4,667.3,445.2,115.5,651.6,248.2
SCA-6_Chr1v1_00691,ACA2,158,138.5,177.6,1.404,0.5,0.46,1.07,2.8e-01,1.0e+00,0.7467,1703,187.4,85.6,245.2,154.5,73.6,84.6,130.7,136.5,199,89.5,233,276.7
SCA-6_Chr1v1_01303,RL1DB,416.3,508.4,324.1,0.694,-0.5,0.49,-1.07,2.8e-01,1.0e+00,0.7467,1704,410.2,675.7,210.7,843.7,618,291.8,646.4,514.6,231.6,254.3,192.9,105.1
SCA-6_Chr10v1_26993,GAR2,152,197.2,106.8,0.655,-0.6,0.57,-1.07,2.9e-01,1.0e+00,0.7467,1705,204.2,208.4,68.1,293.1,297.2,112.4,217.4,217.4,110.9,0,52.2,42.7
SCA-6_Chr10v1_27368,BTR1,339.1,288.3,389.9,1.366,0.4,0.42,1.07,2.9e-01,1.0e+00,0.7467,1705,240.4,484.9,226.8,355.3,198.5,224,160.4,861.6,431.3,420.9,236.6,228.4
SCA-6_Chr2v1_07378,SUD1,141,134,148.1,1.344,0.4,0.4,1.07,2.9e-01,1.0e+00,0.7467,1706,170.6,145.5,111.4,106.6,80.2,189.7,137.8,225.5,181.8,3.7,185.7,154.1
SCA-6_Chr3v1_08518,TTM1,184.9,247.8,122.1,0.678,-0.6,0.53,-1.07,2.9e-01,1.0e+00,0.7467,1707,117.6,248.6,103.4,637.7,234,145.2,240,90.2,127.2,0,190.5,84.6
SCA-6_Chr3v1_08799,PITC,104,76.1,131.9,1.505,0.6,0.55,1.07,2.9e-01,1.0e+00,0.7467,1708,66.3,39.2,88.9,58.6,52.6,151,60.6,76.3,98.7,207.9,104.4,243.5
SCA-6_Chr3v1_09213,HIP14,511.1,482.4,539.9,1.412,0.5,0.47,1.07,2.9e-01,1.0e+00,0.7467,1708,289.9,515.8,121.8,1348.2,334,284.5,503.8,325,375.9,360.6,1313,361.2
SCA-6_Chr7v1_20395,GLO1,176.8,179.3,174.2,0.685,-0.5,0.51,-1.07,2.9e-01,1.0e+00,0.7467,1709,135.2,178.5,310.9,81.7,157.8,211.6,33.3,107.5,98.7,430.8,162.6,212.6
SCA-6_Chr8v1_21599,D14,96.6,84,109.2,1.516,0.6,0.56,1.07,2.9e-01,1.0e+00,0.7467,1710,124.6,34,126.6,44.4,39.4,135,96.2,148,138.6,0,74,198.4
SCA-6_Chr9v1_24119,CBP22,113.5,95.8,131.2,1.754,0.8,0.76,1.07,2.9e-01,1.0e+00,0.7467,1711,104.3,79.4,237.2,5.3,76.3,72.2,13.1,244,141.1,0,65.5,323.3
SCA-6_Chr6v1_18344,CESA8,504.4,553.4,455.4,0.75,-0.4,0.39,-1.07,2.9e-01,1.0e+00,0.7471,1712,573.7,511.7,418.3,275.3,928.3,612.8,305.4,322.6,317.2,651.5,730.5,405.5
SCA-6_Chr1v1_03242,FKGP,97.8,79,116.6,1.724,0.8,0.74,1.07,2.9e-01,1.0e+00,0.7473,1714,62.8,78.4,125,0,52.6,155.4,103.4,144.6,181,0,87.4,183.4
SCA-6_Chr10v1_27397,PDPK2,85,105.6,64.4,0.577,-0.8,0.75,-1.06,2.9e-01,1.0e+00,0.7473,1714,73.4,82.5,128.2,95.9,148.6,105.1,58.2,0,117.4,0,54.6,156.5
SCA-6_Chr2v1_04765,DNJ10,151,134.6,167.4,1.469,0.6,0.52,1.06,2.9e-01,1.0e+00,0.7473,1715,126.4,159.9,122.6,131.4,86.8,180.2,407.6,46.3,146,0,230.6,173.9
SCA-6_Chr4v1_11598,SCP25,236.6,212,261.2,1.348,0.4,0.41,1.06,2.9e-01,1.0e+00,0.7473,1716,178.6,157.8,196.3,206,231.4,302,159.2,572.4,260.1,134.8,189.3,251.4
SCA-6_Chr4v1_12579,UBXN1,2203.8,2716.1,1691.6,0.746,-0.4,0.4,-1.06,2.9e-01,1.0e+00,0.7473,1717,2682.8,3312.5,1235.5,5041,2173.5,1851,2782.8,2924.7,1422,614.2,1826.3,579.4
SCA-6_Chr7v1_20264,DOT2,1891.8,2294.8,1488.8,0.764,-0.4,0.37,-1.07,2.9e-01,1.0e+00,0.7473,1717,1834.2,2834.9,1206.7,3760.3,2177.4,1955.3,2155.4,2373,1606.3,673.8,1615.1,509
SCA-6_Chr7v1_20415,CSPL1,484.7,445,524.4,1.28,0.4,0.34,1.06,2.9e-01,1.0e+00,0.7473,1718,442.9,539.5,278,262.9,411.6,735.4,423,625.6,430.5,366.5,783.9,516.9
SCA-6_Chr8v1_21738,FBW2,578.7,493.4,664.1,1.273,0.3,0.33,1.06,2.9e-01,1.0e+00,0.7473,1719,520.7,412.6,669.9,318,582.5,456.7,471.7,320.3,796.6,753.8,735.4,906.6
SCA-6_Chr8v1_22158,TGT2,475.5,550.9,400.1,0.776,-0.4,0.34,-1.06,2.9e-01,1.0e+00,0.7473,1720,498.6,477.6,432.7,458.3,785,653,400.4,474.1,238.1,234.2,702.6,351
SCA-6_Chr9v1_23740,SCA-6_Chr9v1_23740,714.1,875.5,552.8,0.762,-0.4,0.37,-1.06,2.9e-01,1.0e+00,0.7473,1720,721.3,1024.4,546.5,1259.4,1030.9,670.5,875.7,841.9,729,65.4,548.5,256.1
SCA-6_Chr9v1_26379,IRX7,119.9,91.1,148.7,1.393,0.5,0.45,1.06,2.9e-01,1.0e+00,0.7473,1721,81.3,84.6,140.2,53.3,88.1,99.2,116.4,82.1,96.2,239.7,139.5,218.2
SCA-6_Chr1v1_00806,OOPDA,262.4,224.2,300.6,1.309,0.4,0.37,1.06,2.9e-01,1.0e+00,0.7474,1722,156.5,122.8,301.3,218.5,234,312.3,246,292.6,314.7,325.9,274.2,350.2
SCA-6_Chr1v1_02217,BAZ1A,339,368.5,309.5,0.771,-0.4,0.35,-1.06,2.9e-01,1.0e+00,0.7474,1723,394.2,441.5,387.8,387.2,282.7,317.4,329.1,340,406.9,420.5,151.7,208.7
SCA-6_Chr1v1_03007,SCA-6_Chr1v1_03007,105.9,81.6,130.2,1.52,0.6,0.57,1.06,2.9e-01,1.0e+00,0.7474,1724,109.6,70.2,87.3,24.9,92,105.8,33.3,144.6,97,156.7,101.9,247.4
SCA-6_Chr1v1_03226,SCA-6_Chr1v1_03226,124.2,151.5,97,0.584,-0.8,0.73,-1.06,2.9e-01,1.0e+00,0.7474,1724,139.7,100.1,165.9,0,288,215.2,84.4,57.8,71.8,149.8,144.4,73.5
SCA-6_Chr2v1_04046,Y1523,79.4,71.3,87.5,1.495,0.6,0.55,1.06,2.9e-01,1.0e+00,0.7474,1725,77.8,82.5,79.3,69.3,39.4,79.5,33.3,163.1,150.8,0,81.3,96.4
SCA-6_Chr2v1_05718,P2C52,90.9,79.3,102.4,1.473,0.6,0.53,1.06,2.9e-01,1.0e+00,0.7474,1726,62.8,72.2,115.4,55.1,84.2,86.1,40.4,86.7,216.1,2.9,97.1,171.5
SCA-6_Chr2v1_05813,RLT2,459.3,556.6,362,0.783,-0.4,0.33,-1.06,2.9e-01,1.0e+00,0.7474,1727,717.8,544.7,406.2,600.4,549.6,520.9,628.6,463.7,367.7,0,467.2,245
SCA-6_Chr3v1_07863,SCA-6_Chr3v1_07863,228.1,263.6,192.6,0.722,-0.5,0.44,-1.06,2.9e-01,1.0e+00,0.7474,1727,168,306.4,270,357,257.7,222.5,155.7,55.5,209.6,199.9,246.3,288.5
SCA-6_Chr3v1_07901,AMSH1,570.2,506.9,633.5,1.33,0.4,0.39,1.06,2.9e-01,1.0e+00,0.7474,1728,774.4,253.8,529.6,252.2,494.4,736.9,745,412.9,669.4,429.3,989,555.7
SCA-6_Chr4v1_12761,Y4423,140.6,169.7,111.5,0.762,-0.4,0.37,-1.06,2.9e-01,1.0e+00,0.7474,1729,182.1,144.4,213.9,156.3,207.7,113.8,169.9,85.6,127.2,4,133.5,148.6
SCA-6_Chr5v1_13918,PHO32,92.3,50.3,134.4,1.582,0.7,0.63,1.06,2.9e-01,1.0e+00,0.7474,1729,28.3,56.7,125,17.8,18.4,55.4,39.2,101.8,128,399.7,43.7,94.1
SCA-6_Chr5v1_14269,MYB36,105.5,94.7,116.3,1.491,0.6,0.54,1.06,2.9e-01,1.0e+00,0.7474,1730,70.7,76.3,159.5,21.3,142,98.5,98.6,192,196.5,0,80.1,130.4
SCA-6_Chr5v1_14891,METC,163.5,122.1,204.9,1.69,0.8,0.71,1.06,2.9e-01,1.0e+00,0.7474,1731,144.1,52.6,170.7,0,241.9,123.3,59.4,213.9,181,262.7,93.4,418.9
SCA-6_Chr5v1_15199,CALR3,514.2,496.9,531.4,1.279,0.4,0.34,1.06,2.9e-01,1.0e+00,0.7474,1732,363.3,470.4,372.6,817.1,518.1,439.9,573.9,401.3,521.8,112.9,823.9,754.9
SCA-6_Chr5v1_16411,GATA9,458.1,561.1,355.2,0.742,-0.4,0.41,-1.06,2.9e-01,1.0e+00,0.7474,1732,501.2,754.1,269.2,843.7,537.8,460.4,721.2,399,378.3,137.7,302.2,192.9
SCA-6_Chr6v1_17488,BRCC3,82.9,75.8,89.9,1.424,0.5,0.48,1.06,2.9e-01,1.0e+00,0.7474,1733,75.1,85.6,46.5,44.4,109.1,94.1,89.1,107.5,113.3,0,116.5,113
SCA-6_Chr7v1_19180,D6KL2,99.5,131.5,67.6,0.638,-0.6,0.61,-1.06,2.9e-01,1.0e+00,0.7474,1734,74.3,123.8,76.9,174.1,180.1,159.8,159.2,32.4,32.6,0,150.5,30.8
SCA-6_Chr7v1_20380,DA2,169.7,213.8,125.6,0.709,-0.5,0.47,-1.06,2.9e-01,1.0e+00,0.7474,1735,183,239.3,117.8,252.2,281.4,209.4,229.3,63.6,79.1,0,206.3,175.5
SCA-6_Chr8v1_21362,MCD1,77.5,81.3,73.7,0.591,-0.8,0.72,-1.06,2.9e-01,1.0e+00,0.7474,1735,60.1,79.4,115.4,83.5,86.8,62.7,66.5,0,66,178.3,63.1,68
SCA-6_Chr8v1_21757,P2C10,136.7,137.2,136.2,1.402,0.5,0.46,1.06,2.9e-01,1.0e+00,0.7474,1736,106.1,159.9,48.9,330.4,71,107.2,122.4,163.1,157.4,1.1,259.7,113.8
SCA-6_Chr8v1_21791,RAP24,588.4,546,630.8,1.344,0.4,0.4,1.06,2.9e-01,1.0e+00,0.7474,1737,640.9,564.3,651.4,332.2,266.9,820.1,1051.6,410.5,852.1,113.3,952.6,404.7
SCA-6_Chr9v1_22768,TAF5,81.9,58.4,105.5,1.75,0.8,0.76,1.06,2.9e-01,1.0e+00,0.7474,1738,46,77.4,111.4,39.1,0,76.6,168.7,59,68.5,126.4,133.5,76.7
SCA-6_Chr9v1_26169,SCA-6_Chr9v1_26169,164.2,128,200.3,1.483,0.6,0.54,1.06,2.9e-01,1.0e+00,0.7474,1738,82.2,50.5,285.2,104.8,86.8,158.3,64.2,175.8,202.2,238.6,171.1,350.2
SCA-6_Chr9v1_26177,H2A,1784.6,1410.6,2158.7,1.442,0.5,0.5,1.06,2.9e-01,1.0e+00,0.7474,1739,1105.8,1654.7,2307.6,717.6,1640.9,1036.7,774.7,2531.5,2635.3,1901.4,264.5,4844.6
